#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:07:20 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:07:20	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=6.5
#-out=iso
#iso=iso
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
logAge	iso	Zini	logL	logTe
 6.5	iso	0.014	  5.750	4.516
 6.5	iso	0.014	  5.752	4.515
 6.5	iso	0.014	  5.754	4.515
 6.5	iso	0.014	  5.756	4.514
 6.5	iso	0.014	  5.758	4.513
 6.5	iso	0.014	  5.761	4.512
 6.5	iso	0.014	  5.763	4.511
 6.5	iso	0.014	  5.765	4.510
 6.5	iso	0.014	  5.767	4.510
 6.5	iso	0.014	  5.769	4.509
 6.5	iso	0.014	  5.771	4.508
 6.5	iso	0.014	  5.773	4.507
 6.5	iso	0.014	  5.775	4.506
 6.5	iso	0.014	  5.777	4.505
 6.5	iso	0.014	  5.779	4.504
 6.5	iso	0.014	  5.781	4.504
 6.5	iso	0.014	  5.783	4.503
 6.5	iso	0.014	  5.785	4.502
 6.5	iso	0.014	  5.787	4.501
 6.5	iso	0.014	  5.789	4.500
 6.5	iso	0.014	  5.791	4.499
 6.5	iso	0.014	  5.793	4.498
 6.5	iso	0.014	  5.795	4.497
 6.5	iso	0.014	  5.797	4.496
 6.5	iso	0.014	  5.799	4.495
 6.5	iso	0.014	  5.801	4.494
 6.5	iso	0.014	  5.803	4.493
 6.5	iso	0.014	  5.805	4.492
 6.5	iso	0.014	  5.806	4.491
 6.5	iso	0.014	  5.808	4.490
 6.5	iso	0.014	  5.810	4.489
 6.5	iso	0.014	  5.812	4.488
 6.5	iso	0.014	  5.814	4.487
 6.5	iso	0.014	  5.816	4.486
 6.5	iso	0.014	  5.818	4.485
 6.5	iso	0.014	  5.820	4.484
 6.5	iso	0.014	  5.822	4.482
 6.5	iso	0.014	  5.824	4.481
 6.5	iso	0.014	  5.826	4.480
 6.5	iso	0.014	  5.828	4.479
 6.5	iso	0.014	  5.830	4.478
 6.5	iso	0.014	  5.832	4.477
 6.5	iso	0.014	  5.834	4.476
 6.5	iso	0.014	  5.835	4.474
 6.5	iso	0.014	  5.837	4.473
 6.5	iso	0.014	  5.839	4.472
 6.5	iso	0.014	  5.841	4.471
 6.5	iso	0.014	  5.843	4.469
 6.5	iso	0.014	  5.845	4.468
 6.5	iso	0.014	  5.847	4.467
 6.5	iso	0.014	  5.849	4.466
 6.5	iso	0.014	  5.850	4.464
 6.5	iso	0.014	  5.852	4.463
 6.5	iso	0.014	  5.854	4.462
 6.5	iso	0.014	  5.856	4.461
 6.5	iso	0.014	  5.858	4.459
 6.5	iso	0.014	  5.860	4.458
 6.5	iso	0.014	  5.862	4.457
 6.5	iso	0.014	  5.863	4.455
 6.5	iso	0.014	  5.865	4.454
 6.5	iso	0.014	  5.867	4.453
 6.5	iso	0.014	  5.869	4.451
 6.5	iso	0.014	  5.871	4.450
 6.5	iso	0.014	  5.872	4.448
 6.5	iso	0.014	  5.874	4.447
 6.5	iso	0.014	  5.876	4.446
 6.5	iso	0.014	  5.877	4.444
 6.5	iso	0.014	  5.879	4.443
 6.5	iso	0.014	  5.880	4.441
 6.5	iso	0.014	  5.882	4.440
 6.5	iso	0.014	  5.884	4.438
 6.5	iso	0.014	  5.885	4.437
 6.5	iso	0.014	  5.887	4.435
 6.5	iso	0.014	  5.888	4.434
 6.5	iso	0.014	  5.890	4.432
 6.5	iso	0.014	  5.891	4.431
 6.5	iso	0.014	  5.893	4.429
 6.5	iso	0.014	  5.894	4.428
 6.5	iso	0.014	  5.896	4.426
 6.5	iso	0.014	  5.898	4.425
 6.5	iso	0.014	  5.899	4.423
 6.5	iso	0.014	  5.901	4.422
 6.5	iso	0.014	  5.902	4.420
 6.5	iso	0.014	  5.904	4.419
 6.5	iso	0.014	  5.905	4.417
 6.5	iso	0.014	  5.907	4.416
 6.5	iso	0.014	  5.908	4.414
 6.5	iso	0.014	  5.910	4.413
 6.5	iso	0.014	  5.911	4.411
 6.5	iso	0.014	  5.912	4.409
 6.5	iso	0.014	  5.914	4.408
 6.5	iso	0.014	  5.915	4.406
 6.5	iso	0.014	  5.917	4.404
 6.5	iso	0.014	  5.918	4.403
 6.5	iso	0.014	  5.919	4.401
 6.5	iso	0.014	  5.921	4.399
 6.5	iso	0.014	  5.922	4.397
 6.5	iso	0.014	  5.923	4.395
 6.5	iso	0.014	  5.925	4.392
 6.5	iso	0.014	  5.926	4.390
 6.5	iso	0.014	  5.927	4.388
 6.5	iso	0.014	  5.929	4.385
 6.5	iso	0.014	  5.930	4.383
 6.5	iso	0.014	  5.931	4.381
 6.5	iso	0.014	  5.932	4.378
 6.5	iso	0.014	  5.934	4.375
 6.5	iso	0.014	  5.935	4.373
 6.5	iso	0.014	  5.936	4.370
 6.5	iso	0.014	  5.938	4.368
 6.5	iso	0.014	  5.939	4.365
 6.5	iso	0.014	  5.940	4.363
 6.5	iso	0.014	  5.942	4.360
 6.5	iso	0.014	  5.943	4.358
 6.5	iso	0.014	  5.944	4.355
 6.5	iso	0.014	  5.945	4.353
 6.5	iso	0.014	  5.947	4.350
 6.5	iso	0.014	  5.948	4.348
 6.5	iso	0.014	  5.949	4.346
 6.5	iso	0.014	  5.950	4.343
 6.5	iso	0.014	  5.952	4.341
 6.5	iso	0.014	  5.953	4.338
 6.5	iso	0.014	  5.954	4.336
 6.5	iso	0.014	  5.956	4.333
 6.5	iso	0.014	  5.957	4.331
 6.5	iso	0.014	  5.958	4.328
 6.5	iso	0.014	  5.959	4.326
 6.5	iso	0.014	  5.961	4.324
 6.5	iso	0.014	  5.962	4.321
 6.5	iso	0.014	  5.963	4.319
 6.5	iso	0.014	  5.964	4.316
 6.5	iso	0.014	  5.966	4.314
 6.5	iso	0.014	  5.967	4.311
 6.5	iso	0.014	  5.968	4.309
 6.5	iso	0.014	  5.970	4.306
 6.5	iso	0.014	  5.971	4.304
 6.5	iso	0.014	  5.972	4.301
 6.5	iso	0.014	  5.973	4.298
 6.5	iso	0.014	  5.974	4.296
 6.5	iso	0.014	  5.975	4.293
 6.5	iso	0.014	  5.976	4.291
 6.5	iso	0.014	  5.977	4.288
 6.5	iso	0.014	  5.978	4.286
 6.5	iso	0.014	  5.979	4.284
 6.5	iso	0.014	  5.980	4.272
 6.5	iso	0.014	  5.980	4.259
 6.5	iso	0.014	  5.981	4.247
 6.5	iso	0.014	  5.982	4.234
 6.5	iso	0.014	  5.982	4.222
 6.5	iso	0.014	  5.983	4.211
 6.5	iso	0.014	  5.984	4.199
 6.5	iso	0.014	  5.984	4.188
 6.5	iso	0.014	  5.985	4.194
 6.5	iso	0.014	  5.986	4.199
 6.5	iso	0.014	  5.987	4.203
 6.5	iso	0.014	  5.988	4.206
 6.5	iso	0.014	  5.989	4.212
 6.5	iso	0.014	  5.990	4.218
 6.5	iso	0.014	  5.991	4.223
 6.5	iso	0.014	  5.992	4.229
 6.5	iso	0.014	  5.993	4.235
 6.5	iso	0.014	  5.994	4.242
 6.5	iso	0.014	  5.994	4.249
 6.5	iso	0.014	  5.995	4.257
 6.5	iso	0.014	  5.996	4.265
 6.5	iso	0.014	  5.997	4.273
 6.5	iso	0.014	  5.997	4.281
 6.5	iso	0.014	  5.998	4.287
 6.5	iso	0.014	  5.999	4.293
 6.5	iso	0.014	  6.000	4.297
 6.5	iso	0.014	  6.002	4.299
 6.5	iso	0.014	  6.003	4.300
 6.5	iso	0.014	  6.004	4.301
 6.5	iso	0.014	  6.006	4.301
 6.5	iso	0.014	  6.007	4.302
 6.5	iso	0.014	  6.008	4.302
 6.5	iso	0.014	  6.010	4.302
 6.5	iso	0.014	  6.011	4.303
 6.5	iso	0.014	  6.012	4.303
 6.5	iso	0.014	  6.013	4.303
 6.5	iso	0.014	  6.015	4.304
 6.5	iso	0.014	  6.016	4.304
 6.5	iso	0.014	  6.017	4.304
 6.5	iso	0.014	  6.019	4.305
 6.5	iso	0.014	  6.020	4.306
 6.5	iso	0.014	  6.021	4.306
 6.5	iso	0.014	  6.022	4.307
 6.5	iso	0.014	  6.024	4.309
 6.5	iso	0.014	  6.025	4.310
 6.5	iso	0.014	  6.026	4.311
 6.5	iso	0.014	  6.028	4.312
 6.5	iso	0.014	  6.029	4.313
 6.5	iso	0.014	  6.030	4.315
 6.5	iso	0.014	  6.031	4.317
 6.5	iso	0.014	  6.033	4.319
 6.5	iso	0.014	  6.034	4.321
 6.5	iso	0.014	  6.035	4.322
 6.5	iso	0.014	  6.036	4.324
 6.5	iso	0.014	  6.038	4.327
 6.5	iso	0.014	  6.039	4.329
 6.5	iso	0.014	  6.040	4.332
 6.5	iso	0.014	  6.042	4.335
 6.5	iso	0.014	  6.043	4.338
 6.5	iso	0.014	  6.044	4.342
 6.5	iso	0.014	  6.046	4.346
 6.5	iso	0.014	  6.047	4.350
 6.5	iso	0.014	  6.048	4.356
 6.5	iso	0.014	  6.050	4.361
 6.5	iso	0.014	  6.051	4.367
 6.5	iso	0.014	  6.053	4.375
 6.5	iso	0.014	  6.054	4.382
 6.5	iso	0.014	  6.058	4.395
 6.5	iso	0.014	  6.061	4.406
 6.5	iso	0.014	  6.065	4.416
 6.5	iso	0.014	  6.069	4.427
 6.5	iso	0.014	  6.072	4.438
 6.5	iso	0.014	  6.076	4.449
 6.5	iso	0.014	  6.080	4.460
 6.5	iso	0.014	  6.083	4.471
 6.5	iso	0.014	  6.087	4.482
 6.5	iso	0.014	  6.089	4.488
 6.5	iso	0.014	  6.094	4.483
 6.5	iso	0.014	  6.094	4.474
 6.5	iso	0.014	  6.094	4.458
 6.5	iso	0.014	  6.094	4.444
 6.5	iso	0.014	  6.095	4.427
 6.5	iso	0.014	  6.095	4.417
 6.5	iso	0.014	  6.096	4.405
 6.5	iso	0.014	  6.097	4.393
 6.5	iso	0.014	  6.097	4.381
 6.5	iso	0.014	  6.098	4.366
 6.5	iso	0.014	  6.099	4.350
 6.5	iso	0.014	  6.100	4.332
 6.5	iso	0.014	  6.101	4.314
 6.5	iso	0.014	  6.102	4.299
 6.5	iso	0.014	  6.102	4.290
 6.5	iso	0.014	  6.102	4.280
 6.5	iso	0.014	  6.103	4.268
 6.5	iso	0.014	  6.103	4.255
 6.5	iso	0.014	  6.104	4.242
 6.5	iso	0.014	  6.104	4.228
 6.5	iso	0.014	  6.105	4.211
 6.5	iso	0.014	  6.106	4.194
 6.5	iso	0.014	  6.106	4.185
 6.5	iso	0.014	  6.106	4.175
 6.5	iso	0.014	  6.106	4.164
 6.5	iso	0.014	  6.107	4.154
 6.5	iso	0.014	  6.107	4.144
 6.5	iso	0.014	  6.107	4.132
 6.5	iso	0.014	  6.108	4.119
 6.5	iso	0.014	  6.108	4.106
 6.5	iso	0.014	  6.108	4.093
 6.5	iso	0.014	  6.109	4.080
 6.5	iso	0.014	  6.109	4.067
 6.5	iso	0.014	  6.109	4.053
 6.5	iso	0.014	  6.110	4.039
 6.5	iso	0.014	  6.110	4.032
 6.5	iso	0.014	  6.110	4.026
 6.5	iso	0.014	  6.110	4.019
 6.5	iso	0.014	  6.110	4.012
 6.5	iso	0.014	  6.110	4.005
 6.5	iso	0.014	  6.110	3.998
 6.5	iso	0.014	  6.111	3.991
 6.5	iso	0.014	  6.111	3.984
 6.5	iso	0.014	  6.111	3.977
 6.5	iso	0.014	  6.111	3.970
 6.5	iso	0.014	  6.111	3.963
 6.5	iso	0.014	  6.111	3.956
 6.5	iso	0.014	  6.112	3.949
 6.5	iso	0.014	  6.112	3.945
 6.5	iso	0.014	  6.112	3.941
 6.5	iso	0.014	  6.112	3.938
 6.5	iso	0.014	  6.112	3.934
 6.5	iso	0.014	  6.112	3.930
 6.5	iso	0.014	  6.112	3.927
 6.5	iso	0.014	  6.112	3.923
 6.5	iso	0.014	  6.112	3.920
 6.5	iso	0.014	  6.112	3.916
 6.5	iso	0.014	  6.112	3.912
 6.5	iso	0.014	  6.112	3.909
 6.5	iso	0.014	  6.112	3.905
 6.5	iso	0.014	  6.112	3.902
 6.5	iso	0.014	  6.113	3.898
 6.5	iso	0.014	  6.113	3.894
 6.5	iso	0.014	  6.113	3.892
 6.5	iso	0.014	  6.113	3.889
 6.5	iso	0.014	  6.114	3.886
 6.5	iso	0.014	  6.114	3.883
 6.5	iso	0.014	  6.114	3.881
 6.5	iso	0.014	  6.115	3.878
 6.5	iso	0.014	  6.115	3.875
 6.5	iso	0.014	  6.116	3.871
 6.5	iso	0.014	  6.118	3.868
 6.5	iso	0.014	  6.121	3.865
 6.5	iso	0.014	  6.123	3.863
 6.5	iso	0.014	  6.126	3.860
 6.5	iso	0.014	  6.128	3.858
 6.5	iso	0.014	  6.130	3.856
 6.5	iso	0.014	  6.135	3.852
 6.5	iso	0.014	  6.146	3.852
 6.5	iso	0.014	  6.148	3.854
 6.5	iso	0.014	  6.150	3.857
 6.5	iso	0.014	  6.154	3.859
 6.5	iso	0.014	  6.161	3.859
 6.5	iso	0.014	  6.163	3.860
 6.5	iso	0.014	  6.166	3.862
 6.5	iso	0.014	  6.169	3.865
 6.5	iso	0.014	  6.171	3.868
 6.5	iso	0.014	  6.172	3.871
 6.5	iso	0.014	  6.172	3.872
 6.5	iso	0.014	  6.173	3.874
 6.5	iso	0.014	  6.174	3.876
 6.5	iso	0.014	  6.175	3.876
 6.5	iso	0.014	  6.175	3.873
 6.5	iso	0.014	  6.175	3.870
 6.5	iso	0.014	  6.176	3.867
 6.5	iso	0.014	  6.176	3.864
 6.5	iso	0.014	  6.176	3.861
 6.5	iso	0.014	  6.176	3.858
 6.5	iso	0.014	  6.177	3.856
 6.5	iso	0.014	  6.177	3.853
 6.5	iso	0.014	  6.177	3.850
 6.5	iso	0.014	  6.177	3.847
 6.5	iso	0.014	  6.178	3.844
 6.5	iso	0.014	  6.178	3.841
 6.5	iso	0.014	  6.178	3.838
 6.5	iso	0.014	  6.179	3.835
 6.5	iso	0.014	  6.179	3.832
 6.5	iso	0.014	  6.179	3.829
 6.5	iso	0.014	  6.179	3.826
 6.5	iso	0.014	  6.180	3.823
 6.5	iso	0.014	  6.180	3.820
 6.5	iso	0.014	  6.180	3.818
 6.5	iso	0.014	  6.180	3.815
 6.5	iso	0.014	  6.181	3.812
 6.5	iso	0.014	  6.181	3.809
 6.5	iso	0.014	  6.181	3.806
 6.5	iso	0.014	  6.181	3.805
 6.5	iso	0.014	  6.180	3.807
 6.5	iso	0.014	  6.179	3.808
 6.5	iso	0.014	  6.178	3.810
 6.5	iso	0.014	  6.177	3.812
 6.5	iso	0.014	  6.176	3.813
 6.5	iso	0.014	  6.176	3.815
 6.5	iso	0.014	  6.175	3.817
 6.5	iso	0.014	  6.174	3.818
 6.5	iso	0.014	  6.173	3.820
 6.5	iso	0.014	  6.172	3.822
 6.5	iso	0.014	  6.171	3.823
 6.5	iso	0.014	  6.170	3.825
 6.5	iso	0.014	  6.169	3.827
 6.5	iso	0.014	  6.168	3.828
 6.5	iso	0.014	  6.167	3.830
 6.5	iso	0.014	  6.166	3.832
 6.5	iso	0.014	  6.165	3.833
 6.5	iso	0.014	  6.164	3.835
 6.5	iso	0.014	  6.163	3.837
 6.5	iso	0.014	  6.162	3.838
 6.5	iso	0.014	  6.162	3.840
 6.5	iso	0.014	  6.161	3.842
 6.5	iso	0.014	  6.160	3.843
 6.5	iso	0.014	  6.159	3.845
 6.5	iso	0.014	  6.157	3.848
 6.5	iso	0.014	  6.155	3.852
 6.5	iso	0.014	  6.153	3.855
 6.5	iso	0.014	  6.151	3.858
 6.5	iso	0.014	  6.150	3.860
 6.5	iso	0.014	  6.150	3.864
 6.5	iso	0.014	  6.150	3.866
 6.5	iso	0.014	  6.150	3.868
 6.5	iso	0.014	  6.150	3.871
 6.5	iso	0.014	  6.149	3.874
 6.5	iso	0.014	  6.149	3.876
 6.5	iso	0.014	  6.149	3.879
 6.5	iso	0.014	  6.149	3.881
 6.5	iso	0.014	  6.149	3.884
 6.5	iso	0.014	  6.149	3.886
 6.5	iso	0.014	  6.149	3.889
 6.5	iso	0.014	  6.149	3.891
 6.5	iso	0.014	  6.149	3.894
 6.5	iso	0.014	  6.148	3.896
 6.5	iso	0.014	  6.148	3.899
 6.5	iso	0.014	  6.148	3.901
 6.5	iso	0.014	  6.148	3.904
 6.5	iso	0.014	  6.148	3.906
 6.5	iso	0.014	  6.148	3.909
 6.5	iso	0.014	  6.148	3.911
 6.5	iso	0.014	  6.148	3.914
 6.5	iso	0.014	  6.148	3.916
 6.5	iso	0.014	  6.148	3.919
 6.5	iso	0.014	  6.148	3.921
 6.5	iso	0.014	  6.148	3.924
 6.5	iso	0.014	  6.147	3.926
 6.5	iso	0.014	  6.147	3.929
 6.5	iso	0.014	  6.147	3.932
 6.5	iso	0.014	  6.147	3.934
 6.5	iso	0.014	  6.147	3.936
 6.5	iso	0.014	  6.147	3.939
 6.5	iso	0.014	  6.147	3.942
 6.5	iso	0.014	  6.147	3.947
 6.5	iso	0.014	  6.146	3.952
 6.5	iso	0.014	  6.146	3.957
 6.5	iso	0.014	  6.146	3.962
 6.5	iso	0.014	  6.146	3.972
 6.5	iso	0.014	  6.145	3.982
 6.5	iso	0.014	  6.145	3.992
 6.5	iso	0.014	  6.144	4.002
 6.5	iso	0.014	  6.144	4.012
 6.5	iso	0.014	  6.144	4.022
 6.5	iso	0.014	  6.143	4.032
 6.5	iso	0.014	  6.143	4.043
 6.5	iso	0.014	  6.143	4.053
 6.5	iso	0.014	  6.142	4.063
 6.5	iso	0.014	  6.142	4.073
 6.5	iso	0.014	  6.142	4.083
 6.5	iso	0.014	  6.141	4.093
 6.5	iso	0.014	  6.141	4.104
 6.5	iso	0.014	  6.140	4.114
 6.5	iso	0.014	  6.140	4.124
 6.5	iso	0.014	  6.140	4.134
 6.5	iso	0.014	  6.139	4.144
 6.5	iso	0.014	  6.139	4.154
 6.5	iso	0.014	  6.138	4.164
 6.5	iso	0.014	  6.138	4.175
 6.5	iso	0.014	  6.138	4.185
 6.5	iso	0.014	  6.137	4.195
 6.5	iso	0.014	  6.137	4.205
 6.5	iso	0.014	  6.136	4.215
 6.5	iso	0.014	  6.136	4.226
 6.5	iso	0.014	  6.136	4.236
 6.5	iso	0.014	  6.136	4.241
 6.5	iso	0.014	  6.135	4.246
 6.5	iso	0.014	  6.135	4.251
 6.5	iso	0.014	  6.135	4.256
 6.5	iso	0.014	  6.135	4.261
 6.5	iso	0.014	  6.135	4.266

