#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:11:36 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:11:36	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=0.9
#-out=track
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	track	Zini	logL	logTe
  0.90	track	 0.014	  0.097	3.736
  0.90	track	 0.014	  0.101	3.735
  0.90	track	 0.014	  0.105	3.735
  0.90	track	 0.014	  0.109	3.734
  0.90	track	 0.014	  0.113	3.734
  0.90	track	 0.014	  0.117	3.733
  0.90	track	 0.014	  0.121	3.733
  0.90	track	 0.014	  0.125	3.732
  0.90	track	 0.014	  0.129	3.731
  0.90	track	 0.014	  0.133	3.730
  0.90	track	 0.014	  0.137	3.730
  0.90	track	 0.014	  0.142	3.729
  0.90	track	 0.014	  0.146	3.728
  0.90	track	 0.014	  0.150	3.727
  0.90	track	 0.014	  0.154	3.725
  0.90	track	 0.014	  0.158	3.724
  0.90	track	 0.014	  0.162	3.722
  0.90	track	 0.014	  0.166	3.720
  0.90	track	 0.014	  0.169	3.718
  0.90	track	 0.014	  0.173	3.715
  0.90	track	 0.014	  0.177	3.712
  0.90	track	 0.014	  0.180	3.709
  0.90	track	 0.014	  0.184	3.706
  0.90	track	 0.014	  0.189	3.701
  0.90	track	 0.014	  0.196	3.697
  0.90	track	 0.014	  0.206	3.692
  0.90	track	 0.014	  0.221	3.688
  0.90	track	 0.014	  0.237	3.685
  0.90	track	 0.014	  0.250	3.683
  0.90	track	 0.014	  0.270	3.681
  0.90	track	 0.014	  0.284	3.679
  0.90	track	 0.014	  0.312	3.678
  0.90	track	 0.014	  0.335	3.677
  0.90	track	 0.014	  0.363	3.676
  0.90	track	 0.014	  0.388	3.675
  0.90	track	 0.014	  0.426	3.674
  0.90	track	 0.014	  0.454	3.674
  0.90	track	 0.014	  0.489	3.673
  0.90	track	 0.014	  0.527	3.672
  0.90	track	 0.014	  0.569	3.671
  0.90	track	 0.014	  0.616	3.671
  0.90	track	 0.014	  0.668	3.670
  0.90	track	 0.014	  0.726	3.668
  0.90	track	 0.014	  0.793	3.667
  0.90	track	 0.014	  0.871	3.664
  0.90	track	 0.014	  0.948	3.662
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658
  0.90	track	 0.014	  1.048	3.658

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
