#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:11:23 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:11:23	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=0.8
#-out=track
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	track	Zini	logL	logTe
  0.80	track	 0.014	 -0.091	3.712
  0.80	track	 0.014	 -0.087	3.712
  0.80	track	 0.014	 -0.084	3.711
  0.80	track	 0.014	 -0.080	3.711
  0.80	track	 0.014	 -0.076	3.711
  0.80	track	 0.014	 -0.072	3.710
  0.80	track	 0.014	 -0.069	3.710
  0.80	track	 0.014	 -0.065	3.710
  0.80	track	 0.014	 -0.061	3.709
  0.80	track	 0.014	 -0.058	3.709
  0.80	track	 0.014	 -0.053	3.708
  0.80	track	 0.014	 -0.050	3.707
  0.80	track	 0.014	 -0.045	3.707
  0.80	track	 0.014	 -0.041	3.706
  0.80	track	 0.014	 -0.037	3.705
  0.80	track	 0.014	 -0.033	3.704
  0.80	track	 0.014	 -0.028	3.703
  0.80	track	 0.014	 -0.024	3.702
  0.80	track	 0.014	 -0.018	3.701
  0.80	track	 0.014	 -0.014	3.699
  0.80	track	 0.014	 -0.010	3.698
  0.80	track	 0.014	 -0.004	3.696
  0.80	track	 0.014	  0.001	3.694
  0.80	track	 0.014	  0.008	3.692
  0.80	track	 0.014	  0.014	3.690
  0.80	track	 0.014	  0.023	3.688
  0.80	track	 0.014	  0.030	3.685
  0.80	track	 0.014	  0.042	3.682
  0.80	track	 0.014	  0.054	3.680
  0.80	track	 0.014	  0.068	3.677
  0.80	track	 0.014	  0.085	3.675
  0.80	track	 0.014	  0.106	3.673
  0.80	track	 0.014	  0.130	3.671
  0.80	track	 0.014	  0.150	3.670
  0.80	track	 0.014	  0.181	3.669
  0.80	track	 0.014	  0.212	3.668
  0.80	track	 0.014	  0.251	3.667
  0.80	track	 0.014	  0.294	3.666
  0.80	track	 0.014	  0.328	3.666
  0.80	track	 0.014	  0.372	3.665
  0.80	track	 0.014	  0.421	3.665
  0.80	track	 0.014	  0.476	3.664
  0.80	track	 0.014	  0.537	3.664
  0.80	track	 0.014	  0.607	3.663
  0.80	track	 0.014	  0.682	3.661
  0.80	track	 0.014	  0.770	3.659
  0.80	track	 0.014	  0.877	3.656
  0.80	track	 0.014	  0.923	3.655
  0.80	track	 0.014	  1.016	3.653
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643
  0.80	track	 0.014	  1.223	3.643

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
  0.882	0.014	 -0.394	3.718
  0.886	0.014	 -0.385	3.720
  0.889	0.014	 -0.377	3.721
  0.893	0.014	 -0.368	3.722
  0.897	0.014	 -0.360	3.724
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
  0.882	0.014	 -0.394	3.718
  0.886	0.014	 -0.385	3.720
  0.889	0.014	 -0.377	3.721
  0.893	0.014	 -0.368	3.722
  0.897	0.014	 -0.360	3.724
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
  0.882	0.014	 -0.394	3.718
  0.886	0.014	 -0.385	3.720
  0.889	0.014	 -0.377	3.721
  0.893	0.014	 -0.368	3.722
  0.897	0.014	 -0.360	3.724
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
  0.882	0.014	 -0.394	3.718
  0.886	0.014	 -0.385	3.720
  0.889	0.014	 -0.377	3.721
  0.893	0.014	 -0.368	3.722
  0.897	0.014	 -0.360	3.724
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
  0.882	0.014	 -0.394	3.718
  0.886	0.014	 -0.385	3.720
  0.889	0.014	 -0.377	3.721
  0.893	0.014	 -0.368	3.722
  0.897	0.014	 -0.360	3.724
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
  0.882	0.014	 -0.394	3.718
  0.886	0.014	 -0.385	3.720
  0.889	0.014	 -0.377	3.721
  0.893	0.014	 -0.368	3.722
  0.897	0.014	 -0.360	3.724
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.572	3.691
  0.811	0.014	 -0.563	3.692
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.527	3.698
  0.830	0.014	 -0.518	3.699
  0.834	0.014	 -0.509	3.701
  0.837	0.014	 -0.500	3.702
  0.841	0.014	 -0.491	3.704
  0.845	0.014	 -0.482	3.705
  0.848	0.014	 -0.474	3.706
  0.852	0.014	 -0.465	3.708
  0.856	0.014	 -0.456	3.709
  0.860	0.014	 -0.448	3.710
  0.863	0.014	 -0.439	3.712
  0.867	0.014	 -0.430	3.713
  0.871	0.014	 -0.422	3.714
  0.874	0.014	 -0.413	3.716
  0.878	0.014	 -0.405	3.717
  0.882	0.014	 -0.396	3.718
  0.886	0.014	 -0.388	3.719
  0.889	0.014	 -0.380	3.721
  0.893	0.014	 -0.371	3.722
  0.897	0.014	 -0.363	3.723
  0.800	0.014	 -0.591	3.688
  0.804	0.014	 -0.582	3.690
  0.807	0.014	 -0.573	3.691
  0.811	0.014	 -0.563	3.693
  0.815	0.014	 -0.554	3.694
  0.819	0.014	 -0.545	3.695
  0.822	0.014	 -0.536	3.697
  0.826	0.014	 -0.526	3.698
  0.830	0.014	 -0.517	3.700
  0.834	0.014	 -0.508	3.701
  0.837	0.014	 -0.499	3.702
  0.841	0.014	 -0.490	3.704
  0.845	0.014	 -0.481	3.705
  0.848	0.014	 -0.472	3.706
  0.852	0.014	 -0.463	3.708
  0.856	0.014	 -0.455	3.709
  0.860	0.014	 -0.446	3.711
  0.863	0.014	 -0.437	3.712
  0.867	0.014	 -0.428	3.713
  0.871	0.014	 -0.420	3.715
  0.874	0.014	 -0.411	3.716
  0.878	0.014	 -0.402	3.717
