#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:42 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:42	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=85
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 85.00	 0.014	  6.112	4.602
 85.00	 0.014	  6.112	4.602
 85.00	 0.014	  6.112	4.602
 85.00	 0.014	  6.111	4.602
 85.00	 0.014	  6.111	4.601
 85.00	 0.014	  6.111	4.601
 85.00	 0.014	  6.111	4.601
 85.00	 0.014	  6.111	4.600
 85.00	 0.014	  6.110	4.600
 85.00	 0.014	  6.110	4.600
 85.00	 0.014	  6.110	4.600
 85.00	 0.014	  6.110	4.599
 85.00	 0.014	  6.109	4.599
 85.00	 0.014	  6.109	4.599
 85.00	 0.014	  6.109	4.599
 85.00	 0.014	  6.109	4.598
 85.00	 0.014	  6.108	4.598
 85.00	 0.014	  6.108	4.598
 85.00	 0.014	  6.108	4.597
 85.00	 0.014	  6.108	4.597
 85.00	 0.014	  6.107	4.597
 85.00	 0.014	  6.107	4.596
 85.00	 0.014	  6.107	4.596
 85.00	 0.014	  6.107	4.596
 85.00	 0.014	  6.106	4.596
 85.00	 0.014	  6.106	4.595
 85.00	 0.014	  6.106	4.595
 85.00	 0.014	  6.106	4.595
 85.00	 0.014	  6.105	4.594
 85.00	 0.014	  6.105	4.594
 85.00	 0.014	  6.105	4.594
 85.00	 0.014	  6.104	4.594
 85.00	 0.014	  6.104	4.593
 85.00	 0.014	  6.104	4.593
 85.00	 0.014	  6.104	4.593
 85.00	 0.014	  6.103	4.592
 85.00	 0.014	  6.103	4.592
 85.00	 0.014	  6.103	4.592
 85.00	 0.014	  6.102	4.592
 85.00	 0.014	  6.102	4.591
 85.00	 0.014	  6.102	4.591
 85.00	 0.014	  6.102	4.591
 85.00	 0.014	  6.101	4.590
 85.00	 0.014	  6.101	4.590
 85.00	 0.014	  6.101	4.590
 85.00	 0.014	  6.100	4.589
 85.00	 0.014	  6.100	4.589
 85.00	 0.014	  6.100	4.589
 85.00	 0.014	  6.099	4.588
 85.00	 0.014	  6.099	4.588
 85.00	 0.014	  6.099	4.588
 85.00	 0.014	  6.098	4.587
 85.00	 0.014	  6.098	4.587
 85.00	 0.014	  6.098	4.586
 85.00	 0.014	  6.097	4.586
 85.00	 0.014	  6.097	4.585
 85.00	 0.014	  6.097	4.585
 85.00	 0.014	  6.096	4.584
 85.00	 0.014	  6.096	4.584
 85.00	 0.014	  6.096	4.583
 85.00	 0.014	  6.095	4.583
 85.00	 0.014	  6.095	4.582
 85.00	 0.014	  6.095	4.581
 85.00	 0.014	  6.094	4.580
 85.00	 0.014	  6.094	4.579
 85.00	 0.014	  6.093	4.578
 85.00	 0.014	  6.093	4.577
 85.00	 0.014	  6.092	4.576
 85.00	 0.014	  6.092	4.574
 85.00	 0.014	  6.091	4.573
 85.00	 0.014	  6.091	4.572
 85.00	 0.014	  6.090	4.570
 85.00	 0.014	  6.090	4.571
 85.00	 0.014	  6.089	4.576
 85.00	 0.014	  6.089	4.584
 85.00	 0.014	  6.088	4.590
 85.00	 0.014	  6.087	4.590
 85.00	 0.014	  6.087	4.589
 85.00	 0.014	  6.086	4.588
 85.00	 0.014	  6.085	4.586
 85.00	 0.014	  6.085	4.585
 85.00	 0.014	  6.084	4.584
 85.00	 0.014	  6.083	4.583
 85.00	 0.014	  6.082	4.582
 85.00	 0.014	  6.082	4.587
 85.00	 0.014	  6.081	4.596
 85.00	 0.014	  6.080	4.601
 85.00	 0.014	  6.079	4.600
 85.00	 0.014	  6.079	4.602
 85.00	 0.014	  6.078	4.605
 85.00	 0.014	  6.077	4.606
 85.00	 0.014	  6.076	4.609
 85.00	 0.014	  6.075	4.610
 85.00	 0.014	  6.075	4.611
 85.00	 0.014	  6.074	4.612
 85.00	 0.014	  6.073	4.614
 85.00	 0.014	  6.072	4.615
 85.00	 0.014	  6.071	4.616
 85.00	 0.014	  6.070	4.617
 85.00	 0.014	  6.070	4.618
 85.00	 0.014	  6.069	4.619
 85.00	 0.014	  6.068	4.620
 85.00	 0.014	  6.067	4.621
 85.00	 0.014	  6.066	4.622
 85.00	 0.014	  6.066	4.623
 85.00	 0.014	  6.065	4.624
 85.00	 0.014	  6.064	4.625
 85.00	 0.014	  6.063	4.625
 85.00	 0.014	  6.062	4.626
 85.00	 0.014	  6.062	4.627
 85.00	 0.014	  6.061	4.628
 85.00	 0.014	  6.060	4.628
 85.00	 0.014	  6.059	4.629
 85.00	 0.014	  6.058	4.630
 85.00	 0.014	  6.058	4.630
 85.00	 0.014	  6.057	4.631
 85.00	 0.014	  6.056	4.631
 85.00	 0.014	  6.055	4.632
 85.00	 0.014	  6.054	4.633
 85.00	 0.014	  6.054	4.633
 85.00	 0.014	  6.053	4.634
 85.00	 0.014	  6.052	4.634
 85.00	 0.014	  6.051	4.635
 85.00	 0.014	  6.050	4.636
 85.00	 0.014	  6.050	4.637
 85.00	 0.014	  6.049	4.637
 85.00	 0.014	  6.048	4.638
 85.00	 0.014	  6.047	4.640
 85.00	 0.014	  6.047	4.640
 85.00	 0.014	  6.046	4.642
 85.00	 0.014	  6.045	4.643
 85.00	 0.014	  6.044	4.644
 85.00	 0.014	  6.043	4.645
 85.00	 0.014	  6.040	4.653
 85.00	 0.014	  6.036	4.661
 85.00	 0.014	  6.032	4.669
 85.00	 0.014	  6.029	4.677
 85.00	 0.014	  6.026	4.685
 85.00	 0.014	  6.023	4.693
 85.00	 0.014	  6.020	4.699
 85.00	 0.014	  6.018	4.705
 85.00	 0.014	  6.015	4.711
 85.00	 0.014	  6.013	4.717
 85.00	 0.014	  6.010	4.722
 85.00	 0.014	  6.008	4.728
 85.00	 0.014	  6.006	4.734
 85.00	 0.014	  6.004	4.740
 85.00	 0.014	  6.003	4.747
 85.00	 0.014	  6.001	4.753
 85.00	 0.014	  6.001	4.761
 85.00	 0.014	  6.001	4.770
 85.00	 0.014	  6.003	4.779
 85.00	 0.014	  6.099	4.850
 85.00	 0.014	  6.101	4.852
 85.00	 0.014	  6.102	4.853
 85.00	 0.014	  6.103	4.854
 85.00	 0.014	  6.103	4.855
 85.00	 0.014	  6.103	4.855
 85.00	 0.014	  6.104	4.856
 85.00	 0.014	  6.104	4.856
 85.00	 0.014	  6.104	4.856
 85.00	 0.014	  6.105	4.857
 85.00	 0.014	  6.105	4.857
 85.00	 0.014	  6.105	4.857
 85.00	 0.014	  6.105	4.858
 85.00	 0.014	  6.106	4.858
 85.00	 0.014	  6.106	4.858
 85.00	 0.014	  6.106	4.858
 85.00	 0.014	  6.106	4.858
 85.00	 0.014	  6.106	4.859
 85.00	 0.014	  6.107	4.859
 85.00	 0.014	  6.107	4.859
 85.00	 0.014	  6.107	4.859
 85.00	 0.014	  6.107	4.860
 85.00	 0.014	  6.107	4.860
 85.00	 0.014	  6.108	4.861
 85.00	 0.014	  6.108	4.861
 85.00	 0.014	  6.108	4.861
 85.00	 0.014	  6.109	4.862
 85.00	 0.014	  6.109	4.863
 85.00	 0.014	  6.110	4.864
 85.00	 0.014	  6.112	4.865
 85.00	 0.014	  6.118	4.875

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
 85.112	0.014	  5.968	4.585
 85.231	0.014	  5.967	4.585
 85.351	0.014	  5.967	4.584
 85.470	0.014	  5.966	4.584
 85.589	0.014	  5.966	4.585
 85.708	0.014	  5.965	4.586
 85.827	0.014	  5.964	4.587
 85.947	0.014	  5.964	4.588
 85.052	0.014	  6.165	4.543
 85.171	0.014	  6.166	4.542
 85.290	0.014	  6.167	4.542
 85.410	0.014	  6.168	4.542
 85.529	0.014	  6.169	4.542
 85.648	0.014	  6.170	4.542
 85.767	0.014	  6.171	4.541
 85.886	0.014	  6.172	4.541
 85.100	0.014	  6.017	4.706
 85.219	0.014	  6.015	4.708
 85.338	0.014	  6.013	4.711
 85.457	0.014	  6.011	4.713
 85.576	0.014	  6.009	4.716
 85.696	0.014	  6.007	4.718
 85.815	0.014	  6.006	4.720
 85.934	0.014	  6.004	4.722

