#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:16 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:16	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=25
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 25.00	 0.014	  5.339	4.333
 25.00	 0.014	  5.339	4.337
 25.00	 0.014	  5.338	4.340
 25.00	 0.014	  5.338	4.344
 25.00	 0.014	  5.338	4.348
 25.00	 0.014	  5.337	4.351
 25.00	 0.014	  5.337	4.355
 25.00	 0.014	  5.337	4.359
 25.00	 0.014	  5.336	4.364
 25.00	 0.014	  5.336	4.368
 25.00	 0.014	  5.335	4.372
 25.00	 0.014	  5.335	4.376
 25.00	 0.014	  5.334	4.380
 25.00	 0.014	  5.334	4.385
 25.00	 0.014	  5.333	4.390
 25.00	 0.014	  5.333	4.395
 25.00	 0.014	  5.332	4.400
 25.00	 0.014	  5.332	4.404
 25.00	 0.014	  5.331	4.409
 25.00	 0.014	  5.331	4.413
 25.00	 0.014	  5.331	4.414
 25.00	 0.014	  5.331	4.414
 25.00	 0.014	  5.331	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.332	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.333	4.414
 25.00	 0.014	  5.334	4.414
 25.00	 0.014	  5.334	4.415
 25.00	 0.014	  5.334	4.415
 25.00	 0.014	  5.334	4.415
 25.00	 0.014	  5.334	4.415
 25.00	 0.014	  5.334	4.415
 25.00	 0.014	  5.334	4.415
 25.00	 0.014	  5.334	4.416
 25.00	 0.014	  5.334	4.416
 25.00	 0.014	  5.335	4.416
 25.00	 0.014	  5.335	4.416
 25.00	 0.014	  5.335	4.416
 25.00	 0.014	  5.335	4.417
 25.00	 0.014	  5.335	4.417
 25.00	 0.014	  5.335	4.417
 25.00	 0.014	  5.335	4.418
 25.00	 0.014	  5.335	4.418
 25.00	 0.014	  5.335	4.418
 25.00	 0.014	  5.335	4.418
 25.00	 0.014	  5.336	4.418
 25.00	 0.014	  5.336	4.419
 25.00	 0.014	  5.336	4.419
 25.00	 0.014	  5.336	4.420
 25.00	 0.014	  5.336	4.420
 25.00	 0.014	  5.336	4.420
 25.00	 0.014	  5.336	4.421
 25.00	 0.014	  5.336	4.421
 25.00	 0.014	  5.336	4.421
 25.00	 0.014	  5.337	4.422
 25.00	 0.014	  5.337	4.422
 25.00	 0.014	  5.337	4.423
 25.00	 0.014	  5.337	4.423
 25.00	 0.014	  5.337	4.424
 25.00	 0.014	  5.337	4.424
 25.00	 0.014	  5.337	4.424
 25.00	 0.014	  5.337	4.425
 25.00	 0.014	  5.337	4.425
 25.00	 0.014	  5.338	4.426
 25.00	 0.014	  5.338	4.427
 25.00	 0.014	  5.338	4.427
 25.00	 0.014	  5.338	4.428
 25.00	 0.014	  5.338	4.428
 25.00	 0.014	  5.338	4.428
 25.00	 0.014	  5.338	4.429
 25.00	 0.014	  5.338	4.430
 25.00	 0.014	  5.338	4.430
 25.00	 0.014	  5.339	4.431
 25.00	 0.014	  5.339	4.431
 25.00	 0.014	  5.339	4.432
 25.00	 0.014	  5.339	4.432
 25.00	 0.014	  5.339	4.433
 25.00	 0.014	  5.339	4.434
 25.00	 0.014	  5.339	4.434
 25.00	 0.014	  5.339	4.434
 25.00	 0.014	  5.340	4.435
 25.00	 0.014	  5.340	4.435
 25.00	 0.014	  5.340	4.436
 25.00	 0.014	  5.340	4.437
 25.00	 0.014	  5.340	4.437
 25.00	 0.014	  5.340	4.438
 25.00	 0.014	  5.340	4.439
 25.00	 0.014	  5.340	4.439
 25.00	 0.014	  5.340	4.440
 25.00	 0.014	  5.340	4.441
 25.00	 0.014	  5.341	4.441
 25.00	 0.014	  5.341	4.442
 25.00	 0.014	  5.341	4.443
 25.00	 0.014	  5.341	4.443
 25.00	 0.014	  5.341	4.443
 25.00	 0.014	  5.341	4.444
 25.00	 0.014	  5.341	4.445
 25.00	 0.014	  5.341	4.445
 25.00	 0.014	  5.342	4.446
 25.00	 0.014	  5.342	4.447
 25.00	 0.014	  5.342	4.447
 25.00	 0.014	  5.342	4.448
 25.00	 0.014	  5.342	4.449
 25.00	 0.014	  5.342	4.449
 25.00	 0.014	  5.342	4.450
 25.00	 0.014	  5.342	4.450
 25.00	 0.014	  5.342	4.451
 25.00	 0.014	  5.343	4.452
 25.00	 0.014	  5.343	4.452
 25.00	 0.014	  5.343	4.453
 25.00	 0.014	  5.343	4.454
 25.00	 0.014	  5.343	4.455
 25.00	 0.014	  5.343	4.455
 25.00	 0.014	  5.343	4.456
 25.00	 0.014	  5.343	4.456
 25.00	 0.014	  5.344	4.457
 25.00	 0.014	  5.344	4.458
 25.00	 0.014	  5.344	4.458
 25.00	 0.014	  5.344	4.459
 25.00	 0.014	  5.344	4.460
 25.00	 0.014	  5.345	4.463
 25.00	 0.014	  5.346	4.467
 25.00	 0.014	  5.347	4.470
 25.00	 0.014	  5.348	4.473
 25.00	 0.014	  5.349	4.477
 25.00	 0.014	  5.349	4.483
 25.00	 0.014	  5.350	4.488
 25.00	 0.014	  5.351	4.494
 25.00	 0.014	  5.352	4.501
 25.00	 0.014	  5.353	4.509
 25.00	 0.014	  5.354	4.518
 25.00	 0.014	  5.354	4.531
 25.00	 0.014	  5.355	4.550
 25.00	 0.014	  5.355	4.575
 25.00	 0.014	  5.354	4.608
 25.00	 0.014	  5.354	4.644
 25.00	 0.014	  5.354	4.531
 25.00	 0.014	  5.357	4.560
 25.00	 0.014	  5.367	4.573
 25.00	 0.014	  5.497	4.187
 25.00	 0.014	  5.499	4.187
 25.00	 0.014	  5.499	4.187
 25.00	 0.014	  5.499	4.187
 25.00	 0.014	  5.499	4.186
 25.00	 0.014	  5.499	4.187
 25.00	 0.014	  5.500	4.187
 25.00	 0.014	  5.500	4.187
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.187
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.186
 25.00	 0.014	  5.500	4.187
 25.00	 0.014	  5.500	4.187
 25.00	 0.014	  5.501	4.201
 25.00	 0.014	  5.500	4.201
 25.00	 0.014	  5.500	4.201
 25.00	 0.014	  5.500	4.201
 25.00	 0.014	  5.499	4.202
 25.00	 0.014	  5.499	4.202
 25.00	 0.014	  5.503	4.192

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
 25.042	0.014	  4.990	4.559
 25.161	0.014	  4.995	4.559
 25.281	0.014	  5.000	4.560
 25.400	0.014	  5.006	4.560
 25.519	0.014	  5.011	4.560
 25.638	0.014	  5.016	4.561
 25.757	0.014	  5.022	4.561
 25.877	0.014	  5.027	4.562
 25.996	0.014	  5.032	4.562
 25.094	0.014	  4.987	4.556
 25.214	0.014	  4.992	4.557
 25.333	0.014	  4.998	4.558
 25.452	0.014	  5.003	4.558
 25.571	0.014	  5.008	4.558
 25.690	0.014	  5.014	4.559
 25.810	0.014	  5.019	4.559
 25.929	0.014	  5.024	4.560
 25.042	0.014	  5.032	4.545
 25.161	0.014	  5.038	4.545
 25.281	0.014	  5.043	4.545
 25.400	0.014	  5.048	4.545
 25.519	0.014	  5.054	4.546
 25.638	0.014	  5.060	4.546
 25.757	0.014	  5.065	4.546
 25.877	0.014	  5.070	4.546
 25.996	0.014	  5.076	4.546
 25.094	0.014	  5.030	4.548
 25.214	0.014	  5.035	4.548
 25.333	0.014	  5.041	4.549
 25.452	0.014	  5.046	4.549
 25.571	0.014	  5.052	4.550
 25.690	0.014	  5.057	4.550
 25.810	0.014	  5.063	4.551
 25.929	0.014	  5.068	4.551
 25.042	0.014	  5.095	4.511
 25.161	0.014	  5.101	4.510
 25.281	0.014	  5.107	4.510
 25.400	0.014	  5.112	4.510
 25.519	0.014	  5.118	4.509
 25.638	0.014	  5.124	4.509
 25.757	0.014	  5.129	4.508
 25.877	0.014	  5.135	4.508
 25.996	0.014	  5.141	4.507
 25.094	0.014	  5.089	4.534
 25.214	0.014	  5.095	4.534
 25.333	0.014	  5.100	4.535
 25.452	0.014	  5.106	4.535
 25.571	0.014	  5.112	4.536
 25.690	0.014	  5.118	4.536
 25.810	0.014	  5.124	4.536
 25.929	0.014	  5.130	4.536
 25.042	0.014	  5.196	4.429
 25.161	0.014	  5.206	4.434
 25.221	0.014	  5.212	4.441
 25.281	0.014	  5.226	4.459
 25.310	0.014	  5.246	4.479
 25.325	0.014	  5.252	4.454
 25.329	0.014	  5.258	4.442
 25.333	0.014	  5.263	4.430
 25.337	0.014	  5.267	4.416
 25.340	0.014	  5.270	4.401
 25.342	0.014	  5.272	4.393
 25.344	0.014	  5.273	4.384
 25.345	0.014	  5.274	4.380
 25.346	0.014	  5.275	4.376
 25.347	0.014	  5.276	4.371
 25.348	0.014	  5.276	4.367
 25.349	0.014	  5.277	4.362
 25.350	0.014	  5.278	4.358
 25.351	0.014	  5.279	4.353
 25.352	0.014	  5.280	4.344
 25.356	0.014	  5.285	4.325
 25.358	0.014	  5.286	4.315
 25.360	0.014	  5.287	4.305
 25.362	0.014	  5.288	4.295
 25.364	0.014	  5.289	4.284
 25.365	0.014	  5.289	4.273
 25.367	0.014	  5.290	4.262
 25.369	0.014	  5.291	4.251
 25.371	0.014	  5.292	4.239
 25.373	0.014	  5.294	4.227
 25.375	0.014	  5.296	4.216
 25.377	0.014	  5.299	4.204
 25.378	0.014	  5.302	4.193
 25.380	0.014	  5.304	4.182
 25.382	0.014	  5.307	4.172
 25.386	0.014	  5.310	4.156
 25.393	0.014	  5.312	4.144
 25.401	0.014	  5.312	4.132
 25.408	0.014	  5.313	4.119
 25.416	0.014	  5.314	4.107
 25.423	0.014	  5.315	4.095
 25.431	0.014	  5.316	4.083
 25.438	0.014	  5.317	4.070
 25.446	0.014	  5.318	4.058
 25.453	0.014	  5.319	4.045
 25.460	0.014	  5.320	4.033
 25.464	0.014	  5.321	4.027
 25.468	0.014	  5.321	4.020
 25.472	0.014	  5.322	4.014
 25.475	0.014	  5.322	4.008
 25.479	0.014	  5.323	4.001
 25.483	0.014	  5.323	3.995
 25.490	0.014	  5.324	3.985
 25.505	0.014	  5.324	3.979
 25.520	0.014	  5.324	3.972
 25.535	0.014	  5.324	3.966
 25.550	0.014	  5.325	3.959
 25.565	0.014	  5.325	3.953
 25.580	0.014	  5.325	3.948
 25.595	0.014	  5.325	3.942
 25.602	0.014	  5.325	3.939
 25.609	0.014	  5.325	3.937
 25.617	0.014	  5.325	3.934
 25.624	0.014	  5.325	3.931
 25.632	0.014	  5.325	3.928
 25.639	0.014	  5.326	3.926
 25.647	0.014	  5.326	3.923
 25.654	0.014	  5.326	3.920
 25.662	0.014	  5.326	3.917
 25.669	0.014	  5.326	3.914
 25.676	0.014	  5.326	3.912
 25.684	0.014	  5.326	3.909
 25.691	0.014	  5.326	3.906
 25.699	0.014	  5.326	3.903
 25.706	0.014	  5.326	3.900
 25.714	0.014	  5.326	3.898
 25.721	0.014	  5.326	3.895
 25.729	0.014	  5.326	3.892
 25.736	0.014	  5.326	3.890
 25.744	0.014	  5.326	3.887
 25.751	0.014	  5.326	3.884
 25.758	0.014	  5.326	3.882
 25.766	0.014	  5.326	3.879
 25.773	0.014	  5.326	3.876
 25.781	0.014	  5.326	3.873
 25.788	0.014	  5.326	3.871
 25.796	0.014	  5.326	3.868
 25.803	0.014	  5.327	3.866
 25.811	0.014	  5.327	3.864
 25.818	0.014	  5.327	3.861
 25.825	0.014	  5.327	3.859
 25.833	0.014	  5.327	3.856
 25.840	0.014	  5.327	3.854
 25.848	0.014	  5.328	3.852
 25.855	0.014	  5.328	3.849
 25.863	0.014	  5.328	3.847
 25.878	0.014	  5.328	3.844
 25.885	0.014	  5.328	3.842
 25.893	0.014	  5.328	3.841
 25.900	0.014	  5.328	3.839
 25.907	0.014	  5.329	3.837
 25.915	0.014	  5.329	3.836
 25.922	0.014	  5.329	3.834
 25.937	0.014	  5.329	3.833
 25.945	0.014	  5.329	3.835
 25.952	0.014	  5.330	3.837
 25.960	0.014	  5.330	3.840
 25.967	0.014	  5.330	3.842
 25.974	0.014	  5.330	3.845
 25.982	0.014	  5.330	3.847
 25.989	0.014	  5.330	3.850
 25.997	0.014	  5.330	3.852
 25.094	0.014	  5.176	4.506
 25.214	0.014	  5.183	4.506
 25.333	0.014	  5.189	4.506
 25.452	0.014	  5.196	4.506
 25.571	0.014	  5.202	4.507
 25.690	0.014	  5.208	4.507
 25.810	0.014	  5.214	4.507
 25.929	0.014	  5.221	4.507
 25.035	0.014	  5.321	4.459
 25.065	0.014	  5.328	4.470
 25.080	0.014	  5.341	4.484
 25.094	0.014	  5.355	4.500
 25.102	0.014	  5.351	4.487
 25.106	0.014	  5.357	4.469
 25.109	0.014	  5.365	4.446
 25.111	0.014	  5.368	4.434
 25.112	0.014	  5.370	4.427
 25.113	0.014	  5.372	4.420
 25.114	0.014	  5.373	4.417
 25.114	0.014	  5.374	4.413
 25.114	0.014	  5.375	4.410
 25.115	0.014	  5.376	4.406
 25.115	0.014	  5.377	4.403
 25.116	0.014	  5.379	4.395
 25.117	0.014	  5.381	4.388
 25.118	0.014	  5.381	4.384
 25.118	0.014	  5.382	4.380
 25.119	0.014	  5.384	4.373
 25.121	0.014	  5.387	4.356
 25.123	0.014	  5.391	4.339
 25.125	0.014	  5.394	4.322
 25.126	0.014	  5.395	4.313
 25.127	0.014	  5.396	4.303
 25.128	0.014	  5.398	4.294
 25.128	0.014	  5.399	4.284
 25.129	0.014	  5.400	4.274
 25.130	0.014	  5.402	4.264
 25.131	0.014	  5.403	4.253
 25.132	0.014	  5.404	4.243
 25.133	0.014	  5.405	4.232
 25.134	0.014	  5.406	4.221
 25.135	0.014	  5.407	4.209
 25.136	0.014	  5.408	4.196
 25.137	0.014	  5.408	4.185
 25.138	0.014	  5.408	4.174
 25.139	0.014	  5.408	4.162
 25.140	0.014	  5.409	4.150
 25.141	0.014	  5.410	4.138
 25.141	0.014	  5.411	4.126
 25.142	0.014	  5.412	4.114
 25.143	0.014	  5.413	4.102
 25.144	0.014	  5.414	4.091
 25.145	0.014	  5.415	4.079
 25.146	0.014	  5.416	4.068
 25.147	0.014	  5.418	4.056
 25.148	0.014	  5.419	4.043
 25.148	0.014	  5.420	4.036
 25.149	0.014	  5.421	4.029
 25.149	0.014	  5.421	4.022
 25.150	0.014	  5.422	4.014
 25.150	0.014	  5.423	4.004
 25.151	0.014	  5.424	3.995
 25.151	0.014	  5.424	3.985
 25.151	0.014	  5.424	3.980
 25.152	0.014	  5.425	3.974
 25.152	0.014	  5.425	3.969
 25.152	0.014	  5.425	3.964
 25.152	0.014	  5.426	3.958
 25.153	0.014	  5.426	3.953
 25.153	0.014	  5.426	3.948
 25.153	0.014	  5.426	3.943
 25.153	0.014	  5.426	3.940
 25.153	0.014	  5.427	3.938
 25.153	0.014	  5.427	3.935
 25.154	0.014	  5.427	3.933
 25.154	0.014	  5.427	3.930
 25.154	0.014	  5.427	3.927
 25.154	0.014	  5.427	3.925
 25.154	0.014	  5.427	3.922
 25.154	0.014	  5.428	3.919
 25.154	0.014	  5.428	3.916
 25.154	0.014	  5.428	3.914
 25.155	0.014	  5.428	3.911
 25.155	0.014	  5.428	3.909
 25.155	0.014	  5.428	3.906
 25.155	0.014	  5.428	3.904
 25.155	0.014	  5.428	3.901
 25.155	0.014	  5.429	3.899
 25.155	0.014	  5.429	3.896
 25.156	0.014	  5.429	3.894
 25.156	0.014	  5.429	3.892
 25.157	0.014	  5.429	3.890
 25.157	0.014	  5.429	3.888
 25.158	0.014	  5.429	3.886
 25.158	0.014	  5.429	3.884
 25.159	0.014	  5.429	3.882
 25.159	0.014	  5.429	3.880
 25.160	0.014	  5.429	3.878
 25.160	0.014	  5.428	3.876
 25.161	0.014	  5.428	3.874
 25.161	0.014	  5.428	3.872
 25.162	0.014	  5.428	3.870
 25.162	0.014	  5.428	3.868
 25.163	0.014	  5.428	3.866
 25.163	0.014	  5.428	3.864
 25.163	0.014	  5.428	3.862
 25.164	0.014	  5.428	3.860
 25.164	0.014	  5.428	3.858
 25.165	0.014	  5.428	3.856
 25.165	0.014	  5.428	3.854
 25.166	0.014	  5.428	3.852
 25.166	0.014	  5.428	3.850
 25.167	0.014	  5.428	3.848
 25.167	0.014	  5.428	3.846
 25.168	0.014	  5.428	3.844
 25.168	0.014	  5.428	3.842
 25.169	0.014	  5.428	3.840
 25.169	0.014	  5.428	3.838
 25.170	0.014	  5.428	3.836
 25.170	0.014	  5.428	3.834
 25.171	0.014	  5.428	3.832
 25.171	0.014	  5.428	3.830
 25.172	0.014	  5.428	3.828
 25.172	0.014	  5.428	3.826
 25.173	0.014	  5.428	3.824
 25.173	0.014	  5.428	3.823
 25.174	0.014	  5.428	3.821
 25.174	0.014	  5.428	3.819
 25.174	0.014	  5.428	3.817
 25.175	0.014	  5.428	3.815
 25.175	0.014	  5.428	3.813
 25.176	0.014	  5.428	3.811
 25.176	0.014	  5.428	3.809
 25.177	0.014	  5.428	3.807
 25.177	0.014	  5.428	3.805
 25.178	0.014	  5.428	3.803
 25.178	0.014	  5.428	3.801
 25.179	0.014	  5.428	3.799
 25.179	0.014	  5.428	3.797
 25.180	0.014	  5.428	3.795
 25.180	0.014	  5.428	3.793
 25.181	0.014	  5.428	3.791
 25.181	0.014	  5.428	3.789
 25.182	0.014	  5.428	3.787
 25.182	0.014	  5.428	3.785
 25.183	0.014	  5.428	3.783
 25.183	0.014	  5.428	3.781
 25.184	0.014	  5.428	3.779
 25.184	0.014	  5.428	3.777
 25.184	0.014	  5.428	3.775
 25.185	0.014	  5.428	3.773
 25.185	0.014	  5.428	3.771
 25.186	0.014	  5.428	3.769
 25.186	0.014	  5.428	3.767
 25.187	0.014	  5.428	3.765
 25.187	0.014	  5.428	3.763
 25.188	0.014	  5.428	3.761
 25.188	0.014	  5.428	3.759
 25.189	0.014	  5.428	3.757
 25.189	0.014	  5.428	3.755
 25.190	0.014	  5.428	3.753
 25.190	0.014	  5.428	3.751
 25.191	0.014	  5.428	3.749
 25.191	0.014	  5.428	3.748
 25.192	0.014	  5.428	3.746
 25.192	0.014	  5.428	3.744
 25.193	0.014	  5.428	3.742
 25.193	0.014	  5.428	3.740
 25.194	0.014	  5.428	3.738
 25.194	0.014	  5.428	3.736
 25.194	0.014	  5.428	3.734
 25.195	0.014	  5.428	3.732
 25.195	0.014	  5.428	3.730
 25.196	0.014	  5.428	3.728
 25.196	0.014	  5.427	3.726
 25.197	0.014	  5.427	3.724
 25.197	0.014	  5.427	3.722
 25.198	0.014	  5.427	3.720
 25.198	0.014	  5.427	3.718
 25.199	0.014	  5.427	3.716
 25.199	0.014	  5.427	3.714
 25.200	0.014	  5.427	3.712
 25.200	0.014	  5.427	3.710
 25.201	0.014	  5.427	3.708
 25.201	0.014	  5.427	3.706
 25.201	0.014	  5.427	3.705
 25.202	0.014	  5.427	3.704
 25.202	0.014	  5.427	3.703
 25.202	0.014	  5.427	3.702
 25.202	0.014	  5.427	3.701
 25.203	0.014	  5.427	3.700
 25.203	0.014	  5.427	3.699
 25.203	0.014	  5.427	3.698
 25.203	0.014	  5.427	3.697
 25.204	0.014	  5.427	3.696
 25.204	0.014	  5.427	3.695
 25.204	0.014	  5.427	3.694
 25.204	0.014	  5.427	3.693
 25.204	0.014	  5.427	3.692
 25.205	0.014	  5.427	3.691
 25.205	0.014	  5.427	3.690
 25.205	0.014	  5.427	3.689
 25.205	0.014	  5.427	3.688
 25.206	0.014	  5.427	3.688
 25.206	0.014	  5.427	3.686
 25.206	0.014	  5.427	3.686
 25.206	0.014	  5.427	3.684
 25.207	0.014	  5.427	3.684
 25.207	0.014	  5.427	3.683
 25.207	0.014	  5.427	3.682
 25.207	0.014	  5.427	3.681
 25.208	0.014	  5.427	3.680
 25.208	0.014	  5.427	3.679
 25.208	0.014	  5.427	3.678
 25.208	0.014	  5.427	3.677
 25.209	0.014	  5.427	3.676
 25.209	0.014	  5.427	3.675
 25.209	0.014	  5.427	3.674
 25.209	0.014	  5.427	3.673
 25.210	0.014	  5.427	3.672
 25.210	0.014	  5.427	3.671
 25.210	0.014	  5.427	3.670
 25.210	0.014	  5.427	3.669
 25.210	0.014	  5.427	3.668
 25.211	0.014	  5.427	3.667
 25.211	0.014	  5.427	3.666
 25.211	0.014	  5.427	3.665
 25.211	0.014	  5.427	3.664
 25.212	0.014	  5.427	3.663
 25.212	0.014	  5.427	3.662
 25.212	0.014	  5.427	3.661
 25.212	0.014	  5.427	3.660
 25.213	0.014	  5.427	3.659
 25.213	0.014	  5.427	3.658
 25.213	0.014	  5.427	3.657
 25.213	0.014	  5.427	3.656
 25.214	0.014	  5.427	3.655
 25.214	0.014	  5.427	3.654
 25.214	0.014	  5.427	3.653
 25.214	0.014	  5.427	3.652
 25.215	0.014	  5.427	3.651
 25.215	0.014	  5.427	3.650
 25.215	0.014	  5.427	3.649
 25.215	0.014	  5.427	3.648
 25.215	0.014	  5.427	3.647
 25.216	0.014	  5.427	3.646
 25.216	0.014	  5.427	3.645
 25.216	0.014	  5.427	3.644
 25.216	0.014	  5.427	3.643
 25.217	0.014	  5.427	3.642
 25.217	0.014	  5.427	3.641
 25.217	0.014	  5.427	3.640
 25.217	0.014	  5.427	3.640
 25.218	0.014	  5.427	3.638
 25.218	0.014	  5.427	3.638
 25.218	0.014	  5.427	3.636
 25.218	0.014	  5.427	3.636
 25.219	0.014	  5.427	3.635
 25.219	0.014	  5.427	3.634
 25.219	0.014	  5.427	3.633
 25.219	0.014	  5.427	3.632
 25.220	0.014	  5.427	3.631
 25.220	0.014	  5.427	3.630
 25.220	0.014	  5.427	3.629
 25.220	0.014	  5.427	3.628
 25.220	0.014	  5.427	3.627
 25.221	0.014	  5.427	3.626
 25.221	0.014	  5.427	3.625
 25.221	0.014	  5.427	3.624
 25.221	0.014	  5.427	3.623
 25.222	0.014	  5.427	3.622
 25.222	0.014	  5.427	3.621
 25.222	0.014	  5.427	3.620
 25.222	0.014	  5.427	3.619
 25.223	0.014	  5.427	3.618
 25.223	0.014	  5.427	3.617
 25.223	0.014	  5.427	3.616
 25.223	0.014	  5.427	3.615
 25.224	0.014	  5.427	3.614
 25.224	0.014	  5.427	3.613
 25.224	0.014	  5.427	3.612
 25.224	0.014	  5.427	3.611
 25.225	0.014	  5.427	3.610
 25.225	0.014	  5.427	3.609
 25.225	0.014	  5.427	3.608
 25.225	0.014	  5.427	3.607
 25.225	0.014	  5.427	3.606
 25.226	0.014	  5.427	3.605
 25.226	0.014	  5.427	3.604
 25.226	0.014	  5.427	3.603
 25.226	0.014	  5.427	3.602
 25.227	0.014	  5.427	3.601
 25.227	0.014	  5.427	3.600
 25.227	0.014	  5.427	3.599
 25.227	0.014	  5.427	3.598
 25.228	0.014	  5.427	3.598
 25.228	0.014	  5.426	3.596
 25.228	0.014	  5.426	3.596
 25.228	0.014	  5.426	3.594
 25.229	0.014	  5.426	3.594
 25.229	0.014	  5.426	3.593
 25.229	0.014	  5.426	3.591
 25.230	0.014	  5.426	3.591
 25.232	0.014	  5.427	3.591
 25.236	0.014	  5.427	3.591
 25.244	0.014	  5.427	3.591
 25.259	0.014	  5.427	3.592
 25.289	0.014	  5.427	3.594
 25.305	0.014	  5.428	3.595
 25.320	0.014	  5.428	3.597
 25.335	0.014	  5.428	3.598
 25.350	0.014	  5.428	3.600
 25.366	0.014	  5.428	3.602
 25.381	0.014	  5.428	3.603
 25.396	0.014	  5.429	3.605
 25.404	0.014	  5.429	3.606
 25.411	0.014	  5.429	3.607
 25.419	0.014	  5.429	3.608
 25.427	0.014	  5.429	3.609
 25.434	0.014	  5.429	3.610
 25.450	0.014	  5.430	3.611
 25.465	0.014	  5.430	3.613
 25.480	0.014	  5.430	3.614
 25.495	0.014	  5.429	3.616
 25.503	0.014	  5.429	3.617
 25.511	0.014	  5.429	3.618
 25.518	0.014	  5.429	3.619
 25.526	0.014	  5.429	3.620
 25.533	0.014	  5.429	3.621
 25.541	0.014	  5.429	3.622
 25.549	0.014	  5.428	3.623
 25.556	0.014	  5.428	3.624
 25.564	0.014	  5.428	3.625
 25.572	0.014	  5.428	3.626
 25.579	0.014	  5.427	3.627
 25.587	0.014	  5.427	3.628
 25.595	0.014	  5.426	3.630
 25.598	0.014	  5.426	3.631
 25.600	0.014	  5.426	3.632
 25.602	0.014	  5.426	3.633
 25.604	0.014	  5.426	3.634
 25.606	0.014	  5.426	3.635
 25.608	0.014	  5.426	3.636
 25.610	0.014	  5.426	3.637
 25.612	0.014	  5.426	3.638
