#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:50:07 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:50:07	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=1.25
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663
  1.25	 0.014	  1.213	3.663

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.803
  1.254	0.014	  0.303	3.805
  1.254	0.014	  0.298	3.804
  1.254	0.014	  0.304	3.805
  1.254	0.014	  0.299	3.804
  1.254	0.014	  0.304	3.805
  1.254	0.014	  0.300	3.804
  1.254	0.014	  0.305	3.805
  1.254	0.014	  0.302	3.804
  1.254	0.014	  0.306	3.805
  1.254	0.014	  0.304	3.804
  1.254	0.014	  0.308	3.805
  1.254	0.014	  0.306	3.804
  1.254	0.014	  0.309	3.805
  1.254	0.014	  0.307	3.804
  1.254	0.014	  0.311	3.805
  1.254	0.014	  0.309	3.805
  1.254	0.014	  0.313	3.805
  1.254	0.014	  0.311	3.805
  1.254	0.014	  0.315	3.805
  1.254	0.014	  0.313	3.805
  1.254	0.014	  0.319	3.806
  1.254	0.014	  0.316	3.805
  1.254	0.014	  0.323	3.806
  1.254	0.014	  0.320	3.805
  1.254	0.014	  0.328	3.806
  1.254	0.014	  0.326	3.805
  1.254	0.014	  0.335	3.806
  1.254	0.014	  0.332	3.805
  1.251	0.014	  0.337	3.805
  1.258	0.014	  0.350	3.807
  1.254	0.014	  0.341	3.806
  1.251	0.014	  0.348	3.805
  1.258	0.014	  0.361	3.807
  1.254	0.014	  0.351	3.806
  1.251	0.014	  0.362	3.806
  1.258	0.014	  0.376	3.807
  1.251	0.014	  0.359	3.805
  1.251	0.014	  0.380	3.806
  1.258	0.014	  0.395	3.808
  1.251	0.014	  0.377	3.806
  1.251	0.014	  0.400	3.806
  1.251	0.014	  0.432	3.805
  1.258	0.014	  0.475	3.802
  1.251	0.014	  0.460	3.801
  1.251	0.014	  0.485	3.790
  1.258	0.014	  0.504	3.790
  1.258	0.014	  0.505	3.788
  1.251	0.014	  0.664	3.775
  1.253	0.014	  0.669	3.773
  1.254	0.014	  0.674	3.771
  1.255	0.014	  0.675	3.770
  1.256	0.014	  0.677	3.768
  1.257	0.014	  0.678	3.766
  1.258	0.014	  0.678	3.765
  1.259	0.014	  0.678	3.762
  1.251	0.014	  0.675	3.768
  1.252	0.014	  0.677	3.767
  1.253	0.014	  0.678	3.765
  1.254	0.014	  0.679	3.764
  1.254	0.014	  0.680	3.762
  1.255	0.014	  0.680	3.760
  1.256	0.014	  0.679	3.758
  1.257	0.014	  0.678	3.757
  1.258	0.014	  0.677	3.756
  1.258	0.014	  0.675	3.754
  1.259	0.014	  0.674	3.753
  1.259	0.014	  0.672	3.751

