#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:50:41 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:50:41	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=1.50
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662
  1.50	 0.014	  1.458	3.662

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.669	3.850
  1.508	0.014	  0.684	3.859
  1.508	0.014	  0.670	3.850
  1.500	0.014	  0.675	3.857
  1.508	0.014	  0.671	3.851
  1.500	0.014	  0.676	3.857
  1.508	0.014	  0.672	3.852
  1.508	0.014	  0.686	3.859
  1.508	0.014	  0.673	3.853
  1.508	0.014	  0.687	3.859
  1.500	0.014	  0.666	3.852
  1.508	0.014	  0.688	3.860
  1.500	0.014	  0.667	3.853
  1.508	0.014	  0.689	3.860
  1.508	0.014	  0.678	3.855
  1.500	0.014	  0.681	3.858
  1.500	0.014	  0.670	3.853
  1.500	0.014	  0.683	3.858
  1.508	0.014	  0.682	3.855
  1.500	0.014	  0.686	3.858
  1.508	0.014	  0.685	3.855
  1.500	0.014	  0.690	3.858
  1.500	0.014	  0.678	3.853
  1.500	0.014	  0.694	3.858
  1.500	0.014	  0.682	3.853
  1.500	0.014	  0.700	3.858
  1.500	0.014	  0.688	3.853
  1.500	0.014	  0.706	3.858
  1.500	0.014	  0.694	3.853
  1.500	0.014	  0.715	3.858
  1.508	0.014	  0.712	3.854
  1.500	0.014	  0.726	3.857
  1.508	0.014	  0.722	3.854
  1.508	0.014	  0.735	3.853
  1.508	0.014	  0.751	3.850
  1.504	0.014	  0.766	3.846
  1.504	0.014	  0.791	3.838
  1.500	0.014	  0.816	3.820
  1.500	0.014	  0.987	3.794
  1.502	0.014	  0.988	3.792
  1.503	0.014	  0.988	3.790
  1.504	0.014	  0.988	3.788
  1.505	0.014	  0.987	3.786
  1.506	0.014	  0.986	3.784
  1.507	0.014	  0.984	3.782
  1.507	0.014	  0.983	3.781
  1.508	0.014	  0.981	3.780
  1.508	0.014	  0.979	3.778
  1.508	0.014	  0.978	3.777
  1.509	0.014	  0.975	3.776
  1.509	0.014	  0.973	3.774
  1.508	0.014	  0.858	3.796

