#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:50:27 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:50:27	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=1.35
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.462	3.825
  1.359	0.014	  0.473	3.826
  1.359	0.014	  0.465	3.823
  1.351	0.014	  0.463	3.825
  1.359	0.014	  0.474	3.826
  1.359	0.014	  0.466	3.823
  1.351	0.014	  0.464	3.825
  1.359	0.014	  0.475	3.826
  1.359	0.014	  0.467	3.823
  1.351	0.014	  0.464	3.825
  1.359	0.014	  0.476	3.827
  1.351	0.014	  0.457	3.822
  1.351	0.014	  0.466	3.825
  1.359	0.014	  0.477	3.827
  1.351	0.014	  0.458	3.822
  1.351	0.014	  0.467	3.825
  1.359	0.014	  0.478	3.827
  1.351	0.014	  0.460	3.822
  1.359	0.014	  0.471	3.824
  1.351	0.014	  0.468	3.825
  1.359	0.014	  0.479	3.827
  1.351	0.014	  0.461	3.822
  1.359	0.014	  0.472	3.824
  1.351	0.014	  0.470	3.825
  1.359	0.014	  0.481	3.827
  1.351	0.014	  0.463	3.823
  1.359	0.014	  0.474	3.824
  1.351	0.014	  0.472	3.826
  1.359	0.014	  0.483	3.827
  1.351	0.014	  0.465	3.823
  1.359	0.014	  0.476	3.824
  1.351	0.014	  0.475	3.826
  1.359	0.014	  0.486	3.827
  1.351	0.014	  0.468	3.823
  1.351	0.014	  0.478	3.826
  1.359	0.014	  0.489	3.827
  1.351	0.014	  0.471	3.823
  1.351	0.014	  0.482	3.826
  1.359	0.014	  0.494	3.828
  1.351	0.014	  0.475	3.823
  1.351	0.014	  0.488	3.826
  1.359	0.014	  0.499	3.828
  1.351	0.014	  0.480	3.823
  1.351	0.014	  0.495	3.826
  1.359	0.014	  0.506	3.828
  1.359	0.014	  0.498	3.825
  1.351	0.014	  0.504	3.826
  1.359	0.014	  0.515	3.828
  1.359	0.014	  0.506	3.824
  1.355	0.014	  0.521	3.828
  1.359	0.014	  0.516	3.824
  1.359	0.014	  0.530	3.825
  1.355	0.014	  0.540	3.824
  1.355	0.014	  0.575	3.826
  1.355	0.014	  0.561	3.822
  1.355	0.014	  0.625	3.814
  1.353	0.014	  0.755	3.814
  1.355	0.014	  0.643	3.795
  1.350	0.014	  0.687	3.698
  1.350	0.014	  0.693	3.697
  1.351	0.014	  0.707	3.695
  1.352	0.014	  0.723	3.693
  1.354	0.014	  0.759	3.692
  1.355	0.014	  0.777	3.690
  1.356	0.014	  0.794	3.688
  1.358	0.014	  0.836	3.686
  1.359	0.014	  0.880	3.685
  1.350	0.014	  0.670	3.718
  1.350	0.014	  0.667	3.717
  1.350	0.014	  0.663	3.715
  1.350	0.014	  0.660	3.714
  1.351	0.014	  0.658	3.713
  1.351	0.014	  0.655	3.711
  1.351	0.014	  0.652	3.709
  1.352	0.014	  0.649	3.707
  1.352	0.014	  0.648	3.706
  1.352	0.014	  0.647	3.705
  1.352	0.014	  0.646	3.704
  1.353	0.014	  0.646	3.702
  1.353	0.014	  0.646	3.701
  1.354	0.014	  0.649	3.699
  1.354	0.014	  0.651	3.697
  1.355	0.014	  0.653	3.696
  1.355	0.014	  0.658	3.695
  1.355	0.014	  0.662	3.694
  1.356	0.014	  0.675	3.692
  1.357	0.014	  0.689	3.691
  1.358	0.014	  0.702	3.690

