#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:07:39 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:07:39	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=8.5
#-out=iso
#iso=iso
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
logAge	iso	Zini	logL	logTe
 8.5	iso	0.014	  2.492	3.918
 8.5	iso	0.014	  2.491	3.915
 8.5	iso	0.014	  2.490	3.913
 8.5	iso	0.014	  2.488	3.910
 8.5	iso	0.014	  2.487	3.907
 8.5	iso	0.014	  2.486	3.905
 8.5	iso	0.014	  2.484	3.902
 8.5	iso	0.014	  2.482	3.898
 8.5	iso	0.014	  2.480	3.895
 8.5	iso	0.014	  2.479	3.892
 8.5	iso	0.014	  2.477	3.889
 8.5	iso	0.014	  2.475	3.885
 8.5	iso	0.014	  2.472	3.882
 8.5	iso	0.014	  2.470	3.878
 8.5	iso	0.014	  2.467	3.874
 8.5	iso	0.014	  2.464	3.870
 8.5	iso	0.014	  2.462	3.866
 8.5	iso	0.014	  2.458	3.861
 8.5	iso	0.014	  2.455	3.856
 8.5	iso	0.014	  2.452	3.852
 8.5	iso	0.014	  2.447	3.846
 8.5	iso	0.014	  2.443	3.841
 8.5	iso	0.014	  2.438	3.835
 8.5	iso	0.014	  2.434	3.830
 8.5	iso	0.014	  2.428	3.823
 8.5	iso	0.014	  2.423	3.817
 8.5	iso	0.014	  2.417	3.810
 8.5	iso	0.014	  2.410	3.804
 8.5	iso	0.014	  2.403	3.797
 8.5	iso	0.014	  2.396	3.790
 8.5	iso	0.014	  2.386	3.783
 8.5	iso	0.014	  2.377	3.776
 8.5	iso	0.014	  2.368	3.769
 8.5	iso	0.014	  2.357	3.762
 8.5	iso	0.014	  2.345	3.755
 8.5	iso	0.014	  2.333	3.748
 8.5	iso	0.014	  2.319	3.741
 8.5	iso	0.014	  2.304	3.735
 8.5	iso	0.014	  2.289	3.729
 8.5	iso	0.014	  2.273	3.724
 8.5	iso	0.014	  2.255	3.719
 8.5	iso	0.014	  2.238	3.715
 8.5	iso	0.014	  2.220	3.711
 8.5	iso	0.014	  2.204	3.708
 8.5	iso	0.014	  2.188	3.704
 8.5	iso	0.014	  2.171	3.701
 8.5	iso	0.014	  2.161	3.697
 8.5	iso	0.014	  2.155	3.693
 8.5	iso	0.014	  2.150	3.689
 8.5	iso	0.014	  2.156	3.686
 8.5	iso	0.014	  2.164	3.683
 8.5	iso	0.014	  2.173	3.680
 8.5	iso	0.014	  2.188	3.678
 8.5	iso	0.014	  2.204	3.675
 8.5	iso	0.014	  2.220	3.673
 8.5	iso	0.014	  2.235	3.671
 8.5	iso	0.014	  2.250	3.669
 8.5	iso	0.014	  2.263	3.667
 8.5	iso	0.014	  2.277	3.665
 8.5	iso	0.014	  2.291	3.664
 8.5	iso	0.014	  2.304	3.663
 8.5	iso	0.014	  2.317	3.661
 8.5	iso	0.014	  2.342	3.660
 8.5	iso	0.014	  2.366	3.658
 8.5	iso	0.014	  2.389	3.656
 8.5	iso	0.014	  2.412	3.654
 8.5	iso	0.014	  2.424	3.653
 8.5	iso	0.014	  2.447	3.652
 8.5	iso	0.014	  2.470	3.650
 8.5	iso	0.014	  2.481	3.648
 8.5	iso	0.014	  2.492	3.647
 8.5	iso	0.014	  2.503	3.646
 8.5	iso	0.014	  2.515	3.645
 8.5	iso	0.014	  2.538	3.643
 8.5	iso	0.014	  2.561	3.642
 8.5	iso	0.014	  2.585	3.640
 8.5	iso	0.014	  2.608	3.638
 8.5	iso	0.014	  2.620	3.637
 8.5	iso	0.014	  2.642	3.635
 8.5	iso	0.014	  2.664	3.633
 8.5	iso	0.014	  2.683	3.632
 8.5	iso	0.014	  2.683	3.632
 8.5	iso	0.014	  2.666	3.634
 8.5	iso	0.014	  2.648	3.635
 8.5	iso	0.014	  2.630	3.636
 8.5	iso	0.014	  2.605	3.638
 8.5	iso	0.014	  2.591	3.639
 8.5	iso	0.014	  2.578	3.640
 8.5	iso	0.014	  2.564	3.642
 8.5	iso	0.014	  2.550	3.643
 8.5	iso	0.014	  2.537	3.645
 8.5	iso	0.014	  2.523	3.646
 8.5	iso	0.014	  2.509	3.647
 8.5	iso	0.014	  2.492	3.649
 8.5	iso	0.014	  2.481	3.650
 8.5	iso	0.014	  2.470	3.651
 8.5	iso	0.014	  2.457	3.652
 8.5	iso	0.014	  2.445	3.653
 8.5	iso	0.014	  2.422	3.655
 8.5	iso	0.014	  2.399	3.657
 8.5	iso	0.014	  2.389	3.658
 8.5	iso	0.014	  2.379	3.659
 8.5	iso	0.014	  2.360	3.661
 8.5	iso	0.014	  2.342	3.663
 8.5	iso	0.014	  2.325	3.665
 8.5	iso	0.014	  2.310	3.667
 8.5	iso	0.014	  2.297	3.668
 8.5	iso	0.014	  2.287	3.670
 8.5	iso	0.014	  2.278	3.671
 8.5	iso	0.014	  2.271	3.673
 8.5	iso	0.014	  2.265	3.674
 8.5	iso	0.014	  2.259	3.676
 8.5	iso	0.014	  2.256	3.678
 8.5	iso	0.014	  2.257	3.680
 8.5	iso	0.014	  2.262	3.681
 8.5	iso	0.014	  2.266	3.682
 8.5	iso	0.014	  2.271	3.684
 8.5	iso	0.014	  2.282	3.686
 8.5	iso	0.014	  2.290	3.686
 8.5	iso	0.014	  2.304	3.688
 8.5	iso	0.014	  2.312	3.689
 8.5	iso	0.014	  2.321	3.691
 8.5	iso	0.014	  2.335	3.693
 8.5	iso	0.014	  2.354	3.694
 8.5	iso	0.014	  2.368	3.693
 8.5	iso	0.014	  2.386	3.692
 8.5	iso	0.014	  2.389	3.691
 8.5	iso	0.014	  2.390	3.690
 8.5	iso	0.014	  2.390	3.689
 8.5	iso	0.014	  2.388	3.687
 8.5	iso	0.014	  2.387	3.685
 8.5	iso	0.014	  2.384	3.684
 8.5	iso	0.014	  2.383	3.683
 8.5	iso	0.014	  2.384	3.681
 8.5	iso	0.014	  2.382	3.680
 8.5	iso	0.014	  2.380	3.679
 8.5	iso	0.014	  2.378	3.677
 8.5	iso	0.014	  2.382	3.676
 8.5	iso	0.014	  2.392	3.674
 8.5	iso	0.014	  2.414	3.673
 8.5	iso	0.014	  2.438	3.671
 8.5	iso	0.014	  2.450	3.670
 8.5	iso	0.014	  2.474	3.668
 8.5	iso	0.014	  2.486	3.667
 8.5	iso	0.014	  2.499	3.665
 8.5	iso	0.014	  2.506	3.664
 8.5	iso	0.014	  2.514	3.662
 8.5	iso	0.014	  2.522	3.661
 8.5	iso	0.014	  2.533	3.659
 8.5	iso	0.014	  2.540	3.658
 8.5	iso	0.014	  2.546	3.657
 8.5	iso	0.014	  2.558	3.655
 8.5	iso	0.014	  2.570	3.654
 8.5	iso	0.014	  2.583	3.652
 8.5	iso	0.014	  2.596	3.651
 8.5	iso	0.014	  2.608	3.649
 8.5	iso	0.014	  2.615	3.648
 8.5	iso	0.014	  2.620	3.648
 8.5	iso	0.014	  2.637	3.646
 8.5	iso	0.014	  2.654	3.644
 8.5	iso	0.014	  2.667	3.642
 8.5	iso	0.014	  2.679	3.641
 8.5	iso	0.014	  2.685	3.640
 8.5	iso	0.014	  2.704	3.638
 8.5	iso	0.014	  2.719	3.637

