#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-02-05T03:26:50 [V7.32.7]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2024-02-05T03:26:50	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=7.5
#-out=iso
#iso=iso
#-out=Rot
#Rot=r
#Zini=0.014
#-out=Mass
#-out=logL
#-out=logTe
#-out=Vmag
#-out=B-V
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.7	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
logAge	iso	Rot	Mass	logL	logTe	Vmag	B-V
 7.5	iso	r	  9.045	  4.176	3.720	 -5.615	 0.807
 7.5	iso	r	  9.045	  4.178	3.726	 -5.634	 0.781
 7.5	iso	r	  9.045	  4.179	3.731	 -5.654	 0.755
 7.5	iso	r	  9.045	  4.180	3.737	 -5.674	 0.728
 7.5	iso	r	  9.045	  4.181	3.743	 -5.694	 0.698
 7.5	iso	r	  9.045	  4.182	3.750	 -5.710	 0.671
 7.5	iso	r	  9.045	  4.183	3.756	 -5.725	 0.643
 7.5	iso	r	  9.045	  4.184	3.762	 -5.741	 0.616
 7.5	iso	r	  9.045	  4.184	3.769	 -5.755	 0.590
 7.5	iso	r	  9.045	  4.185	3.775	 -5.766	 0.566
 7.5	iso	r	  9.045	  4.186	3.781	 -5.777	 0.543
 7.5	iso	r	  9.045	  4.186	3.787	 -5.787	 0.522
 7.5	iso	r	  9.045	  4.187	3.792	 -5.795	 0.505
 7.5	iso	r	  9.045	  4.187	3.796	 -5.800	 0.490
 7.5	iso	r	  9.045	  4.187	3.800	 -5.805	 0.476
 7.5	iso	r	  9.045	  4.187	3.805	 -5.810	 0.461
 7.5	iso	r	  9.045	  4.188	3.809	 -5.814	 0.446
 7.5	iso	r	  9.045	  4.188	3.814	 -5.819	 0.432
 7.5	iso	r	  9.045	  4.188	3.818	 -5.824	 0.417
 7.5	iso	r	  9.045	  4.188	3.823	 -5.829	 0.403
 7.5	iso	r	  9.045	  4.188	3.826	 -5.832	 0.393
 7.5	iso	r	  9.045	  4.188	3.829	 -5.835	 0.383
 7.5	iso	r	  9.045	  4.188	3.832	 -5.838	 0.374
 7.5	iso	r	  9.046	  4.188	3.835	 -5.841	 0.364
 7.5	iso	r	  9.046	  4.189	3.838	 -5.844	 0.354
 7.5	iso	r	  9.046	  4.189	3.840	 -5.847	 0.346
 7.5	iso	r	  9.046	  4.189	3.842	 -5.849	 0.339
 7.5	iso	r	  9.046	  4.189	3.844	 -5.851	 0.332
 7.5	iso	r	  9.046	  4.189	3.847	 -5.852	 0.326
 7.5	iso	r	  9.046	  4.189	3.849	 -5.853	 0.320
 7.5	iso	r	  9.046	  4.189	3.851	 -5.853	 0.314
 7.5	iso	r	  9.046	  4.189	3.854	 -5.854	 0.305
 7.5	iso	r	  9.046	  4.189	3.857	 -5.855	 0.296
 7.5	iso	r	  9.046	  4.189	3.860	 -5.855	 0.287
 7.5	iso	r	  9.046	  4.189	3.863	 -5.856	 0.281
 7.5	iso	r	  9.046	  4.189	3.865	 -5.857	 0.275
 7.5	iso	r	  9.046	  4.189	3.867	 -5.857	 0.269
 7.5	iso	r	  9.046	  4.189	3.870	 -5.858	 0.260
 7.5	iso	r	  9.047	  4.189	3.873	 -5.859	 0.253
 7.5	iso	r	  9.047	  4.189	3.875	 -5.860	 0.247
 7.5	iso	r	  9.047	  4.189	3.878	 -5.861	 0.239
 7.5	iso	r	  9.048	  4.191	3.880	 -5.864	 0.233
 7.5	iso	r	  9.050	  4.195	3.882	 -5.876	 0.226
 7.5	iso	r	  9.053	  4.201	3.884	 -5.892	 0.224
 7.5	iso	r	  9.054	  4.204	3.880	 -5.897	 0.232
 7.5	iso	r	  9.058	  4.211	3.878	 -5.915	 0.239
 7.5	iso	r	  9.059	  4.214	3.876	 -5.921	 0.244
 7.5	iso	r	  9.060	  4.215	3.874	 -5.923	 0.250
 7.5	iso	r	  9.062	  4.218	3.870	 -5.931	 0.260
 7.5	iso	r	  9.065	  4.228	3.872	 -5.955	 0.254
 7.5	iso	r	  9.067	  4.234	3.873	 -5.972	 0.253
 7.5	iso	r	  9.068	  4.235	3.871	 -5.973	 0.258
 7.5	iso	r	  9.068	  4.236	3.868	 -5.975	 0.266
 7.5	iso	r	  9.069	  4.237	3.865	 -5.977	 0.275
 7.5	iso	r	  9.070	  4.242	3.862	 -5.988	 0.282
 7.5	iso	r	  9.073	  4.249	3.862	 -6.006	 0.283
 7.5	iso	r	  9.073	  4.250	3.861	 -6.008	 0.287
 7.5	iso	r	  9.074	  4.251	3.858	 -6.011	 0.295
 7.5	iso	r	  9.075	  4.256	3.855	 -6.022	 0.303
 7.5	iso	r	  9.076	  4.259	3.855	 -6.030	 0.302
 7.5	iso	r	  9.076	  4.261	3.853	 -6.034	 0.308
 7.5	iso	r	  9.077	  4.262	3.851	 -6.035	 0.314
 7.5	iso	r	  9.077	  4.262	3.849	 -6.036	 0.320
 7.5	iso	r	  9.078	  4.264	3.845	 -6.040	 0.329
 7.5	iso	r	  9.079	  4.268	3.843	 -6.047	 0.337
 7.5	iso	r	  9.079	  4.268	3.842	 -6.046	 0.341
 7.5	iso	r	  9.079	  4.268	3.839	 -6.043	 0.350
 7.5	iso	r	  9.079	  4.268	3.836	 -6.041	 0.359
 7.5	iso	r	  9.079	  4.268	3.834	 -6.040	 0.367
 7.5	iso	r	  9.080	  4.269	3.831	 -6.040	 0.376
 7.5	iso	r	  9.080	  4.269	3.829	 -6.037	 0.384
 7.5	iso	r	  9.080	  4.270	3.826	 -6.037	 0.392
 7.5	iso	r	  9.080	  4.271	3.824	 -6.037	 0.400
 7.5	iso	r	  9.081	  4.272	3.821	 -6.038	 0.408
 7.5	iso	r	  9.081	  4.274	3.819	 -6.041	 0.414
 7.5	iso	r	  9.083	  4.280	3.817	 -6.052	 0.421
 7.5	iso	r	  9.083	  4.284	3.815	 -6.060	 0.427
 7.5	iso	r	  9.084	  4.288	3.814	 -6.069	 0.433
 7.5	iso	r	  9.084	  4.289	3.812	 -6.071	 0.438
 7.5	iso	r	  9.084	  4.289	3.809	 -6.068	 0.448
 7.5	iso	r	  9.084	  4.289	3.806	 -6.064	 0.457
 7.5	iso	r	  9.084	  4.288	3.803	 -6.061	 0.466
 7.5	iso	r	  9.085	  4.288	3.801	 -6.058	 0.475
 7.5	iso	r	  9.085	  4.288	3.798	 -6.054	 0.484
 7.5	iso	r	  9.085	  4.288	3.795	 -6.051	 0.493
 7.5	iso	r	  9.085	  4.287	3.792	 -6.047	 0.503
 7.5	iso	r	  9.085	  4.287	3.791	 -6.045	 0.508
 7.5	iso	r	  9.085	  4.287	3.790	 -6.042	 0.513
 7.5	iso	r	  9.085	  4.287	3.788	 -6.040	 0.518
 7.5	iso	r	  9.085	  4.287	3.787	 -6.038	 0.523
 7.5	iso	r	  9.085	  4.287	3.785	 -6.035	 0.528
 7.5	iso	r	  9.085	  4.286	3.784	 -6.033	 0.534
 7.5	iso	r	  9.085	  4.286	3.782	 -6.030	 0.539
 7.5	iso	r	  9.085	  4.286	3.781	 -6.028	 0.544
 7.5	iso	r	  9.085	  4.286	3.780	 -6.026	 0.549
 7.5	iso	r	  9.085	  4.286	3.778	 -6.023	 0.554
 7.5	iso	r	  9.085	  4.286	3.777	 -6.021	 0.559
 7.5	iso	r	  9.085	  4.286	3.776	 -6.018	 0.565
 7.5	iso	r	  9.085	  4.286	3.774	 -6.016	 0.570
 7.5	iso	r	  9.085	  4.286	3.773	 -6.014	 0.575
 7.5	iso	r	  9.085	  4.285	3.771	 -6.011	 0.580
 7.5	iso	r	  9.085	  4.285	3.770	 -6.009	 0.585
 7.5	iso	r	  9.085	  4.285	3.769	 -6.006	 0.590
 7.5	iso	r	  9.085	  4.285	3.767	 -6.004	 0.596
 7.5	iso	r	  9.085	  4.285	3.766	 -6.002	 0.601
 7.5	iso	r	  9.086	  4.285	3.764	 -5.998	 0.607
 7.5	iso	r	  9.086	  4.284	3.763	 -5.995	 0.613
 7.5	iso	r	  9.086	  4.284	3.762	 -5.991	 0.619
 7.5	iso	r	  9.086	  4.284	3.760	 -5.988	 0.625
 7.5	iso	r	  9.086	  4.284	3.759	 -5.985	 0.631
 7.5	iso	r	  9.086	  4.284	3.757	 -5.981	 0.637
 7.5	iso	r	  9.086	  4.284	3.756	 -5.978	 0.643
 7.5	iso	r	  9.086	  4.284	3.755	 -5.974	 0.649
 7.5	iso	r	  9.086	  4.284	3.753	 -5.971	 0.656
 7.5	iso	r	  9.086	  4.283	3.752	 -5.968	 0.662
 7.5	iso	r	  9.086	  4.283	3.750	 -5.964	 0.668
 7.5	iso	r	  9.086	  4.283	3.749	 -5.961	 0.674
 7.5	iso	r	  9.086	  4.283	3.748	 -5.958	 0.680
 7.5	iso	r	  9.086	  4.283	3.746	 -5.954	 0.686
 7.5	iso	r	  9.086	  4.283	3.745	 -5.951	 0.692
 7.5	iso	r	  9.086	  4.283	3.744	 -5.948	 0.698
 7.5	iso	r	  9.086	  4.282	3.742	 -5.944	 0.704
 7.5	iso	r	  9.086	  4.282	3.741	 -5.939	 0.711
 7.5	iso	r	  9.086	  4.282	3.739	 -5.935	 0.718
 7.5	iso	r	  9.086	  4.282	3.738	 -5.930	 0.724
 7.5	iso	r	  9.086	  4.282	3.736	 -5.926	 0.731
 7.5	iso	r	  9.086	  4.282	3.735	 -5.922	 0.737
 7.5	iso	r	  9.086	  4.282	3.734	 -5.917	 0.744
 7.5	iso	r	  9.086	  4.282	3.732	 -5.913	 0.751
 7.5	iso	r	  9.086	  4.281	3.731	 -5.908	 0.757
 7.5	iso	r	  9.086	  4.281	3.730	 -5.904	 0.764
 7.5	iso	r	  9.086	  4.281	3.728	 -5.900	 0.770
 7.5	iso	r	  9.087	  4.281	3.727	 -5.895	 0.777
 7.5	iso	r	  9.087	  4.281	3.725	 -5.891	 0.784
 7.5	iso	r	  9.087	  4.281	3.724	 -5.887	 0.790
 7.5	iso	r	  9.087	  4.281	3.722	 -5.882	 0.797
 7.5	iso	r	  9.087	  4.280	3.721	 -5.878	 0.804
 7.5	iso	r	  9.087	  4.280	3.720	 -5.874	 0.810
 7.5	iso	r	  9.087	  4.280	3.718	 -5.869	 0.817
 7.5	iso	r	  9.087	  4.280	3.717	 -5.865	 0.823
 7.5	iso	r	  9.087	  4.280	3.716	 -5.860	 0.830
 7.5	iso	r	  9.087	  4.280	3.714	 -5.856	 0.836
 7.5	iso	r	  9.087	  4.280	3.713	 -5.852	 0.843
 7.5	iso	r	  9.087	  4.280	3.711	 -5.847	 0.850
 7.5	iso	r	  9.087	  4.279	3.710	 -5.843	 0.856
 7.5	iso	r	  9.087	  4.279	3.709	 -5.838	 0.863
 7.5	iso	r	  9.087	  4.279	3.707	 -5.834	 0.870
 7.5	iso	r	  9.087	  4.279	3.706	 -5.830	 0.876
 7.5	iso	r	  9.087	  4.279	3.704	 -5.825	 0.883
 7.5	iso	r	  9.087	  4.279	3.703	 -5.821	 0.891
 7.5	iso	r	  9.087	  4.278	3.702	 -5.817	 0.899
 7.5	iso	r	  9.087	  4.278	3.700	 -5.812	 0.907
 7.5	iso	r	  9.087	  4.278	3.699	 -5.808	 0.915
 7.5	iso	r	  9.087	  4.278	3.697	 -5.803	 0.923
 7.5	iso	r	  9.087	  4.278	3.696	 -5.798	 0.931
 7.5	iso	r	  9.087	  4.278	3.695	 -5.792	 0.939
 7.5	iso	r	  9.087	  4.278	3.693	 -5.786	 0.947
 7.5	iso	r	  9.087	  4.278	3.692	 -5.780	 0.955
 7.5	iso	r	  9.087	  4.278	3.690	 -5.775	 0.963
 7.5	iso	r	  9.088	  4.277	3.689	 -5.769	 0.971
 7.5	iso	r	  9.088	  4.277	3.688	 -5.764	 0.979
 7.5	iso	r	  9.088	  4.277	3.686	 -5.758	 0.987
 7.5	iso	r	  9.088	  4.277	3.685	 -5.752	 0.995
 7.5	iso	r	  9.088	  4.277	3.684	 -5.747	 1.003
 7.5	iso	r	  9.088	  4.277	3.682	 -5.741	 1.011
 7.5	iso	r	  9.088	  4.276	3.681	 -5.735	 1.019
 7.5	iso	r	  9.088	  4.276	3.679	 -5.730	 1.027
 7.5	iso	r	  9.088	  4.276	3.678	 -5.724	 1.035
 7.5	iso	r	  9.088	  4.276	3.676	 -5.717	 1.043
 7.5	iso	r	  9.088	  4.276	3.675	 -5.708	 1.051
 7.5	iso	r	  9.088	  4.276	3.674	 -5.699	 1.059
 7.5	iso	r	  9.088	  4.276	3.672	 -5.690	 1.067
 7.5	iso	r	  9.088	  4.276	3.671	 -5.681	 1.075
 7.5	iso	r	  9.088	  4.275	3.670	 -5.672	 1.083
 7.5	iso	r	  9.088	  4.275	3.668	 -5.663	 1.091
 7.5	iso	r	  9.088	  4.275	3.667	 -5.654	 1.099
 7.5	iso	r	  9.088	  4.275	3.665	 -5.645	 1.107
 7.5	iso	r	  9.088	  4.275	3.664	 -5.636	 1.115
 7.5	iso	r	  9.088	  4.275	3.662	 -5.627	 1.123
 7.5	iso	r	  9.088	  4.275	3.661	 -5.618	 1.131
 7.5	iso	r	  9.088	  4.274	3.660	 -5.609	 1.139
 7.5	iso	r	  9.088	  4.274	3.658	 -5.600	 1.147
 7.5	iso	r	  9.088	  4.274	3.657	 -5.591	 1.155
 7.5	iso	r	  9.088	  4.274	3.656	 -5.583	 1.163
 7.5	iso	r	  9.088	  4.274	3.654	 -5.576	 1.171
 7.5	iso	r	  9.088	  4.274	3.653	 -5.570	 1.179
 7.5	iso	r	  9.088	  4.274	3.651	 -5.563	 1.187
 7.5	iso	r	  9.089	  4.274	3.650	 -5.556	 1.195
 7.5	iso	r	  9.089	  4.273	3.649	 -5.549	 1.203
 7.5	iso	r	  9.089	  4.273	3.647	 -5.543	 1.212
 7.5	iso	r	  9.089	  4.273	3.646	 -5.536	 1.220
 7.5	iso	r	  9.089	  4.273	3.644	 -5.529	 1.228
 7.5	iso	r	  9.089	  4.273	3.643	 -5.522	 1.236
 7.5	iso	r	  9.089	  4.273	3.642	 -5.516	 1.244
 7.5	iso	r	  9.089	  4.273	3.640	 -5.509	 1.252
 7.5	iso	r	  9.089	  4.272	3.639	 -5.502	 1.260
 7.5	iso	r	  9.089	  4.272	3.637	 -5.495	 1.269
 7.5	iso	r	  9.089	  4.272	3.636	 -5.489	 1.277
 7.5	iso	r	  9.089	  4.272	3.635	 -5.482	 1.285
 7.5	iso	r	  9.089	  4.272	3.633	 -5.475	 1.293
 7.5	iso	r	  9.089	  4.272	3.632	 -5.468	 1.301
 7.5	iso	r	  9.089	  4.272	3.630	 -5.457	 1.309
 7.5	iso	r	  9.089	  4.272	3.629	 -5.445	 1.317
 7.5	iso	r	  9.089	  4.271	3.628	 -5.434	 1.324
 7.5	iso	r	  9.089	  4.271	3.626	 -5.423	 1.332
 7.5	iso	r	  9.089	  4.271	3.625	 -5.412	 1.340
 7.5	iso	r	  9.089	  4.271	3.623	 -5.401	 1.348
 7.5	iso	r	  9.089	  4.271	3.622	 -5.389	 1.356
 7.5	iso	r	  9.089	  4.271	3.621	 -5.378	 1.363
 7.5	iso	r	  9.089	  4.270	3.619	 -5.367	 1.371
 7.5	iso	r	  9.089	  4.270	3.618	 -5.356	 1.379
 7.5	iso	r	  9.089	  4.270	3.616	 -5.344	 1.386
 7.5	iso	r	  9.089	  4.270	3.615	 -5.333	 1.394
 7.5	iso	r	  9.089	  4.270	3.614	 -5.322	 1.402
 7.5	iso	r	  9.089	  4.270	3.612	 -5.311	 1.410
 7.5	iso	r	  9.090	  4.270	3.611	 -5.300	 1.418
 7.5	iso	r	  9.090	  4.270	3.609	 -5.288	 1.425
 7.5	iso	r	  9.089	  4.269	3.608	 -5.278	 1.431
 7.5	iso	r	  9.088	  4.267	3.607	 -5.263	 1.439
 7.5	iso	r	  9.088	  4.265	3.606	 -5.248	 1.446
 7.5	iso	r	  9.087	  4.263	3.604	 -5.231	 1.454
 7.5	iso	r	  9.086	  4.261	3.603	 -5.212	 1.461
 7.5	iso	r	  9.085	  4.259	3.602	 -5.194	 1.468
 7.5	iso	r	  9.084	  4.257	3.600	 -5.176	 1.475
 7.5	iso	r	  9.083	  4.256	3.599	 -5.158	 1.482
 7.5	iso	r	  9.082	  4.254	3.598	 -5.139	 1.490
 7.5	iso	r	  9.082	  4.252	3.596	 -5.121	 1.497
 7.5	iso	r	  9.081	  4.250	3.595	 -5.102	 1.504
 7.5	iso	r	  9.080	  4.248	3.593	 -5.084	 1.511
 7.5	iso	r	  9.079	  4.246	3.592	 -5.066	 1.519
 7.5	iso	r	  9.078	  4.244	3.591	 -5.047	 1.526
 7.5	iso	r	  9.077	  4.242	3.589	 -5.029	 1.533
 7.5	iso	r	  9.076	  4.240	3.588	 -5.011	 1.540
 7.5	iso	r	  9.076	  4.242	3.587	 -5.002	 1.546
 7.5	iso	r	  9.075	  4.245	3.586	 -4.996	 1.552
 7.5	iso	r	  9.074	  4.248	3.584	 -4.990	 1.557
 7.5	iso	r	  9.072	  4.252	3.583	 -4.982	 1.566
 7.5	iso	r	  9.068	  4.256	3.582	 -4.984	 1.569
 7.5	iso	r	  9.060	  4.265	3.581	 -4.991	 1.576
 7.5	iso	r	  9.051	  4.274	3.579	 -4.993	 1.585
 7.5	iso	r	  9.047	  4.278	3.578	 -4.993	 1.589
 7.5	iso	r	  9.042	  4.284	3.577	 -4.994	 1.595
 7.5	iso	r	  9.033	  4.292	3.576	 -4.998	 1.602
 7.5	iso	r	  9.013	  4.314	3.574	 -5.036	 1.610
 7.5	iso	r	  8.953	  4.352	3.571	 -5.083	 1.620

