#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:29 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:29	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=32
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 32.00	 0.014	  5.537	4.486
 32.00	 0.014	  5.537	4.486
 32.00	 0.014	  5.537	4.487
 32.00	 0.014	  5.537	4.487
 32.00	 0.014	  5.537	4.487
 32.00	 0.014	  5.537	4.488
 32.00	 0.014	  5.537	4.488
 32.00	 0.014	  5.537	4.489
 32.00	 0.014	  5.537	4.489
 32.00	 0.014	  5.537	4.490
 32.00	 0.014	  5.537	4.491
 32.00	 0.014	  5.537	4.491
 32.00	 0.014	  5.537	4.492
 32.00	 0.014	  5.537	4.492
 32.00	 0.014	  5.537	4.492
 32.00	 0.014	  5.537	4.493
 32.00	 0.014	  5.537	4.493
 32.00	 0.014	  5.537	4.493
 32.00	 0.014	  5.537	4.494
 32.00	 0.014	  5.537	4.494
 32.00	 0.014	  5.537	4.495
 32.00	 0.014	  5.537	4.496
 32.00	 0.014	  5.537	4.496
 32.00	 0.014	  5.537	4.497
 32.00	 0.014	  5.536	4.498
 32.00	 0.014	  5.536	4.499
 32.00	 0.014	  5.536	4.500
 32.00	 0.014	  5.536	4.501
 32.00	 0.014	  5.536	4.501
 32.00	 0.014	  5.536	4.502
 32.00	 0.014	  5.536	4.504
 32.00	 0.014	  5.535	4.507
 32.00	 0.014	  5.535	4.509
 32.00	 0.014	  5.534	4.510
 32.00	 0.014	  5.534	4.511
 32.00	 0.014	  5.534	4.512
 32.00	 0.014	  5.535	4.513
 32.00	 0.014	  5.535	4.513
 32.00	 0.014	  5.535	4.514
 32.00	 0.014	  5.535	4.515
 32.00	 0.014	  5.534	4.517
 32.00	 0.014	  5.534	4.518
 32.00	 0.014	  5.534	4.520
 32.00	 0.014	  5.534	4.522
 32.00	 0.014	  5.534	4.523
 32.00	 0.014	  5.534	4.525
 32.00	 0.014	  5.534	4.528
 32.00	 0.014	  5.534	4.531
 32.00	 0.014	  5.533	4.535
 32.00	 0.014	  5.533	4.538
 32.00	 0.014	  5.532	4.542
 32.00	 0.014	  5.532	4.546
 32.00	 0.014	  5.532	4.551
 32.00	 0.014	  5.531	4.559
 32.00	 0.014	  5.531	4.565
 32.00	 0.014	  5.530	4.570
 32.00	 0.014	  5.530	4.576
 32.00	 0.014	  5.529	4.581
 32.00	 0.014	  5.529	4.587
 32.00	 0.014	  5.528	4.591
 32.00	 0.014	  5.528	4.596
 32.00	 0.014	  5.528	4.600
 32.00	 0.014	  5.527	4.604
 32.00	 0.014	  5.527	4.609
 32.00	 0.014	  5.526	4.614
 32.00	 0.014	  5.525	4.618
 32.00	 0.014	  5.525	4.621
 32.00	 0.014	  5.524	4.624
 32.00	 0.014	  5.524	4.629
 32.00	 0.014	  5.523	4.634
 32.00	 0.014	  5.523	4.636
 32.00	 0.014	  5.522	4.639
 32.00	 0.014	  5.522	4.641
 32.00	 0.014	  5.521	4.643
 32.00	 0.014	  5.521	4.644
 32.00	 0.014	  5.520	4.645
 32.00	 0.014	  5.520	4.646
 32.00	 0.014	  5.519	4.646
 32.00	 0.014	  5.519	4.647
 32.00	 0.014	  5.518	4.647
 32.00	 0.014	  5.518	4.647
 32.00	 0.014	  5.518	4.647
 32.00	 0.014	  5.517	4.647
 32.00	 0.014	  5.516	4.646
 32.00	 0.014	  5.516	4.644
 32.00	 0.014	  5.516	4.643
 32.00	 0.014	  5.515	4.642
 32.00	 0.014	  5.515	4.641
 32.00	 0.014	  5.514	4.640
 32.00	 0.014	  5.513	4.626
 32.00	 0.014	  5.513	4.637
 32.00	 0.014	  5.512	4.634
 32.00	 0.014	  5.512	4.633
 32.00	 0.014	  5.511	4.620
 32.00	 0.014	  5.511	4.620
 32.00	 0.014	  5.510	4.626
 32.00	 0.014	  5.509	4.611
 32.00	 0.014	  5.509	4.610
 32.00	 0.014	  5.508	4.610
 32.00	 0.014	  5.508	4.574
 32.00	 0.014	  5.507	4.608
 32.00	 0.014	  5.506	4.569
 32.00	 0.014	  5.505	4.567
 32.00	 0.014	  5.504	4.565
 32.00	 0.014	  5.502	4.562
 32.00	 0.014	  5.502	4.560
 32.00	 0.014	  5.501	4.518
 32.00	 0.014	  5.499	4.501
 32.00	 0.014	  5.498	4.508
 32.00	 0.014	  5.497	4.505
 32.00	 0.014	  5.495	4.500
 32.00	 0.014	  5.493	4.444
 32.00	 0.014	  5.491	4.425
 32.00	 0.014	  5.489	4.418
 32.00	 0.014	  5.489	4.409
 32.00	 0.014	  5.484	4.388
 32.00	 0.014	  5.483	4.380
 32.00	 0.014	  5.482	4.368
 32.00	 0.014	  5.482	4.353
 32.00	 0.014	  5.481	4.328
 32.00	 0.014	  5.479	4.346
 32.00	 0.014	  5.479	4.337
 32.00	 0.014	  5.479	4.347
 32.00	 0.014	  5.477	4.341
 32.00	 0.014	  5.476	4.349
 32.00	 0.014	  5.475	4.349
 32.00	 0.014	  5.473	4.337
 32.00	 0.014	  5.471	4.557
 32.00	 0.014	  5.471	4.554
 32.00	 0.014	  5.470	4.552
 32.00	 0.014	  5.469	4.549
 32.00	 0.014	  5.468	4.548
 32.00	 0.014	  5.467	4.547
 32.00	 0.014	  5.460	4.629
 32.00	 0.014	  5.452	4.629
 32.00	 0.014	  5.445	4.632
 32.00	 0.014	  5.437	4.635
 32.00	 0.014	  5.430	4.639
 32.00	 0.014	  5.422	4.645
 32.00	 0.014	  5.415	4.651
 32.00	 0.014	  5.408	4.659
 32.00	 0.014	  5.402	4.669
 32.00	 0.014	  5.396	4.685
 32.00	 0.014	  5.390	4.700
 32.00	 0.014	  5.386	4.712
 32.00	 0.014	  5.381	4.720
 32.00	 0.014	  5.377	4.727
 32.00	 0.014	  5.373	4.734
 32.00	 0.014	  5.370	4.744
 32.00	 0.014	  5.367	4.752
 32.00	 0.014	  5.366	4.762
 32.00	 0.014	  5.366	4.772
 32.00	 0.014	  5.480	4.842
 32.00	 0.014	  5.522	4.826
 32.00	 0.014	  5.523	4.825
 32.00	 0.014	  5.524	4.825
 32.00	 0.014	  5.524	4.825
 32.00	 0.014	  5.524	4.825
 32.00	 0.014	  5.525	4.825
 32.00	 0.014	  5.525	4.826
 32.00	 0.014	  5.525	4.826
 32.00	 0.014	  5.525	4.826
 32.00	 0.014	  5.525	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.826
 32.00	 0.014	  5.526	4.827
 32.00	 0.014	  5.527	4.827
 32.00	 0.014	  5.527	4.827
 32.00	 0.014	  5.527	4.826
 32.00	 0.014	  5.527	4.826
 32.00	 0.014	  5.527	4.827
 32.00	 0.014	  5.527	4.827
 32.00	 0.014	  5.528	4.827
 32.00	 0.014	  5.528	4.827
 32.00	 0.014	  5.528	4.827
 32.00	 0.014	  5.529	4.828
 32.00	 0.014	  5.528	4.825

#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
Msun	 	[Lsun]	[K]
-------	-----	-------	-----
 32.075	0.014	  5.272	4.573
 32.194	0.014	  5.276	4.573
 32.313	0.014	  5.279	4.573
 32.433	0.014	  5.283	4.573
 32.552	0.014	  5.287	4.573
 32.671	0.014	  5.291	4.573
 32.790	0.014	  5.294	4.573
 32.909	0.014	  5.298	4.573
 32.008	0.014	  5.268	4.581
 32.127	0.014	  5.272	4.581
 32.246	0.014	  5.276	4.582
 32.366	0.014	  5.280	4.582
 32.485	0.014	  5.284	4.582
 32.604	0.014	  5.288	4.583
 32.723	0.014	  5.292	4.583
 32.842	0.014	  5.296	4.583
 32.962	0.014	  5.299	4.583
 32.075	0.014	  5.322	4.540
 32.194	0.014	  5.326	4.539
 32.313	0.014	  5.330	4.539
 32.433	0.014	  5.334	4.538
 32.552	0.014	  5.338	4.538
 32.671	0.014	  5.342	4.537
 32.790	0.014	  5.346	4.537
 32.909	0.014	  5.350	4.536
 32.008	0.014	  5.321	4.570
 32.127	0.014	  5.325	4.570
 32.246	0.014	  5.329	4.570
 32.366	0.014	  5.333	4.570
 32.485	0.014	  5.338	4.571
 32.604	0.014	  5.342	4.571
 32.723	0.014	  5.346	4.571
 32.842	0.014	  5.350	4.572
 32.962	0.014	  5.354	4.572
 32.075	0.014	  5.404	4.442
 32.194	0.014	  5.408	4.440
 32.313	0.014	  5.413	4.438
 32.433	0.014	  5.417	4.435
 32.552	0.014	  5.422	4.433
 32.671	0.014	  5.426	4.431
 32.790	0.014	  5.430	4.428
 32.909	0.014	  5.435	4.426
 32.008	0.014	  5.398	4.551
 32.127	0.014	  5.402	4.552
 32.246	0.014	  5.407	4.552
 32.366	0.014	  5.411	4.553
 32.485	0.014	  5.415	4.553
 32.604	0.014	  5.420	4.554
 32.723	0.014	  5.424	4.554
 32.842	0.014	  5.428	4.555
 32.962	0.014	  5.432	4.555
 32.008	0.014	  5.516	4.504
 32.127	0.014	  5.521	4.503
 32.246	0.014	  5.526	4.502
 32.366	0.014	  5.530	4.501
 32.485	0.014	  5.535	4.500
 32.604	0.014	  5.540	4.499
 32.723	0.014	  5.545	4.498
 32.842	0.014	  5.550	4.496
 32.962	0.014	  5.554	4.495

