#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-14T21:37:55 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-14T21:37:55	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/iso&-order=I&-out=logAge&logAge=8.5&-out=iso&iso=iso&-out=Rot&Rot=r&-out=Mini&-out=Zini&Zini=0.014&-out=Mass&-out=logL&-out=logTe&-out=Mbol&-out=Vmag&-out=U-B&-out=B-V&-out=logg&-out=Veq&-out=OOc&-out=logdM/dtm&-out=He4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Mbol	(F7.3)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-B	(F6.3)	U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	logg	(F6.3)	Polar effective surface gravity in log scale	[ucd=instr.scale]
#Column	Veq	(F9.2)	Equatorial velocity	[ucd=phys.veloc;pos.eq]
#Column	OOc	(F7.4)	Actual {Omega}_surf_/{Omega}_crit_	[ucd=stat.fit.param]
#Column	logdM/dtm	(F8.3)	Mechanical mass loss in log scale	[ucd=phys.mass.loss]
#Column	He4	(E9.2)	4He surface abundance (mass fraction)	[ucd=phys.abund]
logAge	iso	Rot	Mini	Zini	Mass	logL	logTe	Mbol	Vmag	U-B	B-V	logg	Veq	OOc	logdM/dtm	He4
 8.5	iso	r	  2.037	0.014	  2.037	  1.280	3.957	  1.550	  1.648	 0.046	 0.045	 4.272	   140.96	 0.5219	   0.000	 2.66e-01
 8.5	iso	r	  2.066	0.014	  2.066	  1.308	3.961	  1.481	  1.590	 0.039	 0.036	 4.267	   140.59	 0.5220	   0.000	 2.66e-01
 8.5	iso	r	  2.096	0.014	  2.096	  1.335	3.964	  1.412	  1.532	 0.033	 0.028	 4.261	   140.84	 0.5222	   0.000	 2.66e-01
 8.5	iso	r	  2.126	0.014	  2.126	  1.363	3.968	  1.343	  1.474	 0.026	 0.020	 4.255	   141.10	 0.5225	   0.000	 2.66e-01
 8.5	iso	r	  2.156	0.014	  2.156	  1.390	3.972	  1.274	  1.417	 0.020	 0.012	 4.249	   141.35	 0.5230	   0.000	 2.66e-01
 8.5	iso	r	  2.186	0.014	  2.186	  1.417	3.976	  1.207	  1.360	 0.014	 0.005	 4.242	   141.59	 0.5236	   0.000	 2.66e-01
 8.5	iso	r	  2.215	0.014	  2.215	  1.444	3.979	  1.140	  1.305	 0.006	-0.002	 4.235	   141.83	 0.5242	   0.000	 2.66e-01
 8.5	iso	r	  2.275	0.014	  2.275	  1.497	3.986	  1.007	  1.200	-0.015	-0.011	 4.221	   142.19	 0.5257	   0.000	 2.66e-01
 8.5	iso	r	  2.335	0.014	  2.335	  1.550	3.992	  0.875	  1.094	-0.036	-0.020	 4.206	   141.82	 0.5275	   0.000	 2.66e-01
 8.5	iso	r	  2.394	0.014	  2.394	  1.602	3.998	  0.744	  0.988	-0.055	-0.028	 4.189	   142.23	 0.5297	   0.000	 2.66e-01
 8.5	iso	r	  2.454	0.014	  2.454	  1.654	4.004	  0.615	  0.885	-0.076	-0.034	 4.170	   142.09	 0.5320	   0.000	 2.66e-01
 8.5	iso	r	  2.513	0.014	  2.513	  1.705	4.009	  0.487	  0.781	-0.095	-0.040	 4.150	   142.18	 0.5349	   0.000	 2.66e-01
 8.5	iso	r	  2.573	0.014	  2.573	  1.755	4.014	  0.363	  0.679	-0.112	-0.045	 4.129	   142.80	 0.5389	   0.000	 2.66e-01
 8.5	iso	r	  2.633	0.014	  2.633	  1.804	4.018	  0.239	  0.575	-0.128	-0.049	 4.106	   142.70	 0.5433	   0.000	 2.66e-01
 8.5	iso	r	  2.692	0.014	  2.692	  1.854	4.021	  0.115	  0.468	-0.141	-0.053	 4.080	   142.59	 0.5479	   0.000	 2.66e-01
 8.5	iso	r	  2.752	0.014	  2.752	  1.904	4.024	 -0.009	  0.358	-0.153	-0.056	 4.053	   142.84	 0.5530	   0.000	 2.66e-01
 8.5	iso	r	  2.811	0.014	  2.811	  1.953	4.026	 -0.133	  0.245	-0.161	-0.059	 4.022	   142.86	 0.5583	   0.000	 2.66e-01
 8.5	iso	r	  2.871	0.014	  2.871	  2.003	4.028	 -0.258	  0.128	-0.168	-0.061	 3.988	   142.55	 0.5640	   0.000	 2.66e-01
 8.5	iso	r	  2.931	0.014	  2.931	  2.054	4.028	 -0.384	  0.005	-0.170	-0.061	 3.950	   141.28	 0.5698	   0.000	 2.66e-01
 8.5	iso	r	  2.990	0.014	  2.990	  2.104	4.028	 -0.511	 -0.125	-0.168	-0.061	 3.906	   140.10	 0.5763	   0.000	 2.66e-01
 8.5	iso	r	  3.050	0.014	  3.050	  2.154	4.026	 -0.634	 -0.256	-0.161	-0.059	 3.860	   139.30	 0.5825	   0.000	 2.66e-01
 8.5	iso	r	  3.109	0.014	  3.109	  2.203	4.023	 -0.758	 -0.396	-0.148	-0.055	 3.806	   136.97	 0.5890	   0.000	 2.66e-01
 8.5	iso	r	  3.169	0.014	  3.169	  2.253	4.017	 -0.882	 -0.548	-0.126	-0.049	 3.743	   134.67	 0.5953	   0.000	 2.66e-01
 8.5	iso	r	  3.229	0.014	  3.229	  2.304	4.009	 -1.009	 -0.714	-0.096	-0.040	 3.669	   131.50	 0.6019	   0.000	 2.67e-01
 8.5	iso	r	  3.288	0.014	  3.288	  2.365	4.006	 -1.163	 -0.884	-0.083	-0.037	 3.605	   130.47	 0.6168	   0.000	 2.67e-01
 8.5	iso	r	  3.296	0.014	  3.296	  2.381	4.012	 -1.202	 -0.895	-0.105	-0.043	 3.614	   133.58	 0.6254	   0.000	 2.67e-01
 8.5	iso	r	  3.299	0.014	  3.299	  2.394	4.019	 -1.236	 -0.893	-0.133	-0.051	 3.632	   137.52	 0.6347	   0.000	 2.67e-01
 8.5	iso	r	  3.307	0.014	  3.307	  2.480	4.022	 -1.449	 -1.091	-0.145	-0.054	 3.559	   130.60	 0.6291	   0.000	 2.67e-01
 8.5	iso	r	  3.309	0.014	  3.309	  2.486	4.017	 -1.466	 -1.134	-0.125	-0.048	 3.530	   126.66	 0.6212	   0.000	 2.67e-01
 8.5	iso	r	  3.311	0.014	  3.311	  2.491	4.011	 -1.478	 -1.176	-0.101	-0.042	 3.500	   122.66	 0.6149	   0.000	 2.67e-01
 8.5	iso	r	  3.313	0.014	  3.313	  2.496	4.004	 -1.490	 -1.218	-0.077	-0.035	 3.469	   118.82	 0.6055	   0.000	 2.67e-01
 8.5	iso	r	  3.313	0.014	  3.313	  2.498	4.000	 -1.495	 -1.243	-0.061	-0.030	 3.451	   116.69	 0.6023	   0.000	 2.67e-01
 8.5	iso	r	  3.314	0.014	  3.314	  2.500	3.996	 -1.500	 -1.267	-0.047	-0.024	 3.431	   114.72	 0.5984	   0.000	 2.67e-01
 8.5	iso	r	  3.315	0.014	  3.315	  2.502	3.992	 -1.505	 -1.287	-0.035	-0.019	 3.412	   111.74	 0.5915	   0.000	 2.67e-01
 8.5	iso	r	  3.316	0.014	  3.316	  2.503	3.987	 -1.508	 -1.311	-0.019	-0.012	 3.390	   108.99	 0.5850	   0.000	 2.67e-01
 8.5	iso	r	  3.317	0.014	  3.317	  2.504	3.981	 -1.511	 -1.340	 0.002	-0.004	 3.363	   105.87	 0.5790	   0.000	 2.67e-01
 8.5	iso	r	  3.318	0.014	  3.318	  2.505	3.977	 -1.512	 -1.354	 0.011	 0.002	 3.348	   104.34	 0.5754	   0.000	 2.67e-01
 8.5	iso	r	  3.318	0.014	  3.318	  2.505	3.974	 -1.512	 -1.363	 0.016	 0.008	 3.336	   102.73	 0.5702	   0.000	 2.67e-01
 8.5	iso	r	  3.319	0.014	  3.319	  2.505	3.970	 -1.513	 -1.375	 0.023	 0.016	 3.319	   100.79	 0.5661	   0.000	 2.67e-01
 8.5	iso	r	  3.319	0.014	  3.319	  2.505	3.966	 -1.512	 -1.387	 0.030	 0.025	 3.301	    98.74	 0.5610	   0.000	 2.67e-01
 8.5	iso	r	  3.319	0.014	  3.319	  2.504	3.961	 -1.511	 -1.400	 0.038	 0.035	 3.283	    96.66	 0.5557	   0.000	 2.67e-01
 8.5	iso	r	  3.320	0.014	  3.320	  2.504	3.959	 -1.510	 -1.406	 0.042	 0.040	 3.273	    95.65	 0.5533	   0.000	 2.67e-01
 8.5	iso	r	  3.320	0.014	  3.320	  2.504	3.956	 -1.510	 -1.413	 0.046	 0.045	 3.262	    94.62	 0.5508	   0.000	 2.67e-01
 8.5	iso	r	  3.320	0.014	  3.320	  2.503	3.953	 -1.508	 -1.421	 0.051	 0.052	 3.250	    93.41	 0.5479	   0.000	 2.67e-01
 8.5	iso	r	  3.320	0.014	  3.320	  2.503	3.950	 -1.507	 -1.427	 0.056	 0.060	 3.239	    92.19	 0.5446	   0.000	 2.67e-01
 8.5	iso	r	  3.321	0.014	  3.321	  2.502	3.948	 -1.506	 -1.433	 0.060	 0.067	 3.229	    90.99	 0.5409	   0.000	 2.67e-01
 8.5	iso	r	  3.321	0.014	  3.321	  2.501	3.945	 -1.504	 -1.440	 0.065	 0.076	 3.217	    89.68	 0.5373	   0.000	 2.67e-01
 8.5	iso	r	  3.321	0.014	  3.321	  2.500	3.941	 -1.501	 -1.447	 0.070	 0.086	 3.204	    88.28	 0.5337	   0.000	 2.67e-01
 8.5	iso	r	  3.321	0.014	  3.321	  2.500	3.939	 -1.500	 -1.451	 0.074	 0.091	 3.196	    87.57	 0.5318	   0.000	 2.67e-01
 8.5	iso	r	  3.321	0.014	  3.321	  2.499	3.937	 -1.498	 -1.455	 0.077	 0.097	 3.189	    86.84	 0.5298	   0.000	 2.67e-01
 8.5	iso	r	  3.321	0.014	  3.321	  2.499	3.935	 -1.497	 -1.459	 0.080	 0.102	 3.181	    86.12	 0.5279	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.498	3.933	 -1.495	 -1.463	 0.083	 0.108	 3.174	    85.40	 0.5259	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.497	3.931	 -1.494	 -1.467	 0.086	 0.114	 3.166	    84.65	 0.5237	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.497	3.929	 -1.492	 -1.471	 0.090	 0.119	 3.159	    83.88	 0.5214	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.495	3.925	 -1.487	 -1.473	 0.092	 0.129	 3.143	    82.31	 0.5167	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.494	3.923	 -1.485	 -1.475	 0.092	 0.134	 3.134	    81.46	 0.5142	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.493	3.920	 -1.483	 -1.476	 0.093	 0.140	 3.126	    80.61	 0.5117	   0.000	 2.67e-01
 8.5	iso	r	  3.322	0.014	  3.322	  2.492	3.918	 -1.480	 -1.477	 0.094	 0.146	 3.117	    79.77	 0.5092	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.491	3.915	 -1.477	 -1.478	 0.095	 0.151	 3.107	    78.87	 0.5064	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.490	3.913	 -1.474	 -1.479	 0.096	 0.157	 3.098	    77.95	 0.5036	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.488	3.910	 -1.471	 -1.478	 0.098	 0.163	 3.088	    76.95	 0.5002	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.487	3.907	 -1.468	 -1.478	 0.100	 0.168	 3.078	    75.94	 0.4969	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.486	3.905	 -1.464	 -1.477	 0.101	 0.174	 3.069	    74.94	 0.4935	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.484	3.902	 -1.460	 -1.475	 0.102	 0.181	 3.058	    73.93	 0.4901	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.482	3.898	 -1.456	 -1.471	 0.103	 0.189	 3.047	    72.93	 0.4868	   0.000	 2.67e-01
 8.5	iso	r	  3.323	0.014	  3.323	  2.480	3.895	 -1.451	 -1.467	 0.103	 0.197	 3.035	    71.92	 0.4835	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.479	3.892	 -1.447	 -1.464	 0.104	 0.204	 3.024	    70.91	 0.4802	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.477	3.889	 -1.442	 -1.459	 0.104	 0.212	 3.012	    69.90	 0.4768	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.475	3.885	 -1.436	 -1.454	 0.103	 0.222	 3.000	    68.83	 0.4730	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.472	3.882	 -1.431	 -1.448	 0.102	 0.231	 2.987	    67.77	 0.4693	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.470	3.878	 -1.425	 -1.441	 0.101	 0.240	 2.974	    66.66	 0.4653	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.467	3.874	 -1.418	 -1.433	 0.098	 0.251	 2.960	    65.46	 0.4608	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.464	3.870	 -1.411	 -1.424	 0.093	 0.262	 2.946	    64.25	 0.4563	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.462	3.866	 -1.404	 -1.415	 0.090	 0.273	 2.932	    63.04	 0.4519	   0.000	 2.67e-01
 8.5	iso	r	  3.324	0.014	  3.324	  2.458	3.861	 -1.396	 -1.405	 0.088	 0.286	 2.916	    61.82	 0.4472	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.455	3.856	 -1.388	 -1.395	 0.087	 0.299	 2.901	    60.59	 0.4426	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.452	3.852	 -1.379	 -1.388	 0.084	 0.312	 2.885	    59.36	 0.4380	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.447	3.846	 -1.368	 -1.378	 0.081	 0.327	 2.867	    58.01	 0.4327	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.443	3.841	 -1.357	 -1.364	 0.081	 0.344	 2.849	    56.65	 0.4274	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.438	3.835	 -1.346	 -1.350	 0.083	 0.361	 2.831	    55.29	 0.4220	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.434	3.830	 -1.335	 -1.335	 0.085	 0.378	 2.813	    53.92	 0.4166	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.428	3.823	 -1.321	 -1.318	 0.087	 0.398	 2.792	    52.44	 0.4101	   0.000	 2.67e-01
 8.5	iso	r	  3.325	0.014	  3.325	  2.423	3.817	 -1.307	 -1.300	 0.089	 0.418	 2.772	    50.96	 0.4036	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.417	3.810	 -1.292	 -1.279	 0.091	 0.440	 2.751	    49.40	 0.3961	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.410	3.804	 -1.274	 -1.255	 0.095	 0.463	 2.731	    47.76	 0.3876	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.403	3.797	 -1.257	 -1.231	 0.098	 0.486	 2.711	    46.13	 0.3792	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.396	3.790	 -1.239	 -1.206	 0.107	 0.511	 2.691	    44.48	 0.3705	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.386	3.783	 -1.216	 -1.174	 0.124	 0.540	 2.671	    42.66	 0.3596	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.377	3.776	 -1.193	 -1.142	 0.142	 0.570	 2.652	    40.84	 0.3486	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.368	3.769	 -1.170	 -1.110	 0.159	 0.599	 2.632	    39.02	 0.3376	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.357	3.762	 -1.143	 -1.071	 0.197	 0.631	 2.614	    37.16	 0.3255	   0.000	 2.67e-01
 8.5	iso	r	  3.326	0.014	  3.326	  2.345	3.755	 -1.113	 -1.028	 0.236	 0.663	 2.596	    35.28	 0.3124	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.333	3.748	 -1.083	 -0.985	 0.275	 0.696	 2.579	    33.40	 0.2993	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.319	3.741	 -1.048	 -0.933	 0.321	 0.724	 2.567	    31.58	 0.2853	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.304	3.735	 -1.010	 -0.879	 0.368	 0.752	 2.556	    29.78	 0.2709	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.289	3.729	 -0.972	 -0.825	 0.414	 0.779	 2.545	    27.99	 0.2566	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.273	3.724	 -0.932	 -0.770	 0.454	 0.802	 2.539	    26.25	 0.2420	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.255	3.719	 -0.888	 -0.712	 0.486	 0.820	 2.540	    24.62	 0.2271	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.238	3.715	 -0.844	 -0.655	 0.517	 0.838	 2.541	    22.98	 0.2122	   0.000	 2.67e-01
 8.5	iso	r	  3.327	0.014	  3.327	  2.220	3.711	 -0.800	 -0.598	 0.548	 0.856	 2.542	    21.35	 0.1974	   0.000	 2.67e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.204	3.708	 -0.759	 -0.545	 0.576	 0.872	 2.543	    19.87	 0.1835	   0.000	 2.67e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.188	3.704	 -0.719	 -0.490	 0.606	 0.889	 2.544	    18.39	 0.1697	   0.000	 2.68e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.171	3.701	 -0.678	 -0.431	 0.638	 0.907	 2.546	    16.90	 0.1558	   0.000	 2.68e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.161	3.697	 -0.653	 -0.387	 0.675	 0.926	 2.540	    15.52	 0.1433	   0.000	 2.68e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.155	3.693	 -0.638	 -0.354	 0.721	 0.946	 2.530	    14.21	 0.1318	   0.000	 2.69e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.150	3.689	 -0.624	 -0.321	 0.768	 0.966	 2.520	    12.89	 0.1203	   0.000	 2.69e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.156	3.686	 -0.640	 -0.324	 0.803	 0.981	 2.501	    11.96	 0.1126	   0.000	 2.70e-01
 8.5	iso	r	  3.328	0.014	  3.328	  2.164	3.683	 -0.661	 -0.332	 0.837	 0.996	 2.481	    11.08	 0.1054	   0.000	 2.71e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.173	3.680	 -0.682	 -0.340	 0.870	 1.010	 2.461	    10.20	 0.0982	   0.000	 2.72e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.188	3.678	 -0.720	 -0.366	 0.899	 1.022	 2.436	     9.57	 0.0933	   0.000	 2.74e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.204	3.675	 -0.760	 -0.396	 0.926	 1.034	 2.410	     8.98	 0.0889	   0.000	 2.75e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.220	3.673	 -0.800	 -0.424	 0.950	 1.045	 2.386	     8.48	 0.0851	   0.000	 2.76e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.235	3.671	 -0.837	 -0.452	 0.969	 1.056	 2.362	     8.10	 0.0823	   0.000	 2.77e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.250	3.669	 -0.874	 -0.478	 0.987	 1.066	 2.339	     7.72	 0.0796	   0.000	 2.79e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.263	3.667	 -0.909	 -0.504	 1.003	 1.074	 2.319	     7.45	 0.0777	   0.000	 2.80e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.277	3.665	 -0.943	 -0.530	 1.019	 1.083	 2.298	     7.18	 0.0758	   0.000	 2.81e-01
 8.5	iso	r	  3.329	0.014	  3.329	  2.291	3.664	 -0.977	 -0.556	 1.034	 1.091	 2.278	     6.94	 0.0741	   0.000	 2.82e-01
 8.5	iso	r	  3.330	0.014	  3.330	  2.304	3.663	 -1.010	 -0.584	 1.044	 1.097	 2.260	     6.74	 0.0728	   0.000	 2.84e-01
 8.5	iso	r	  3.330	0.014	  3.330	  2.317	3.661	 -1.044	 -0.611	 1.055	 1.103	 2.242	     6.55	 0.0715	   0.000	 2.85e-01
 8.5	iso	r	  3.330	0.014	  3.330	  2.342	3.660	 -1.104	 -0.662	 1.072	 1.112	 2.210	     6.24	 0.0694	   0.000	 2.87e-01
 8.5	iso	r	  3.330	0.014	  3.330	  2.366	3.658	 -1.165	 -0.714	 1.087	 1.120	 2.180	     5.96	 0.0676	   0.000	 2.90e-01
 8.5	iso	r	  3.330	0.014	  3.330	  2.389	3.656	 -1.223	 -0.765	 1.102	 1.128	 2.150	     5.72	 0.0659	   0.000	 2.93e-01
 8.5	iso	r	  3.331	0.014	  3.331	  2.412	3.654	 -1.280	 -0.813	 1.118	 1.137	 2.120	     5.48	 0.0644	   0.000	 2.95e-01
 8.5	iso	r	  3.331	0.014	  3.331	  2.424	3.653	 -1.309	 -0.836	 1.129	 1.143	 2.104	     5.36	 0.0636	   0.000	 2.96e-01
 8.5	iso	r	  3.331	0.014	  3.331	  2.447	3.652	 -1.367	 -0.885	 1.146	 1.152	 2.073	     5.15	 0.0622	   0.000	 2.99e-01
 8.5	iso	r	  3.331	0.014	  3.331	  2.470	3.650	 -1.425	 -0.933	 1.163	 1.162	 2.042	     4.95	 0.0608	   0.000	 3.02e-01
 8.5	iso	r	  3.331	0.014	  3.331	  2.481	3.648	 -1.453	 -0.954	 1.175	 1.168	 2.027	     4.84	 0.0601	   0.000	 3.03e-01
 8.5	iso	r	  3.331	0.014	  3.331	  2.492	3.647	 -1.480	 -0.974	 1.187	 1.173	 2.011	     4.74	 0.0594	   0.000	 3.05e-01
 8.5	iso	r	  3.332	0.014	  3.331	  2.503	3.646	 -1.508	 -0.995	 1.199	 1.179	 1.995	     4.65	 0.0588	   0.000	 3.06e-01
 8.5	iso	r	  3.332	0.014	  3.331	  2.515	3.645	 -1.536	 -1.016	 1.210	 1.185	 1.979	     4.55	 0.0581	   0.000	 3.07e-01
 8.5	iso	r	  3.332	0.014	  3.332	  2.538	3.643	 -1.595	 -1.063	 1.228	 1.194	 1.948	     4.39	 0.0571	   0.000	 3.10e-01
 8.5	iso	r	  3.332	0.014	  3.332	  2.561	3.642	 -1.654	 -1.112	 1.245	 1.202	 1.918	     4.24	 0.0561	   0.000	 3.12e-01
 8.5	iso	r	  3.332	0.014	  3.332	  2.585	3.640	 -1.712	 -1.161	 1.262	 1.211	 1.888	     4.08	 0.0550	   0.000	 3.14e-01
 8.5	iso	r	  3.333	0.014	  3.332	  2.608	3.638	 -1.771	 -1.207	 1.281	 1.220	 1.857	     3.92	 0.0539	   0.000	 3.16e-01
 8.5	iso	r	  3.333	0.014	  3.332	  2.620	3.637	 -1.799	 -1.229	 1.291	 1.226	 1.842	     3.85	 0.0534	   0.000	 3.17e-01
 8.5	iso	r	  3.333	0.014	  3.333	  2.642	3.635	 -1.855	 -1.274	 1.310	 1.235	 1.812	     3.71	 0.0523	   0.000	 3.18e-01
 8.5	iso	r	  3.333	0.014	  3.333	  2.664	3.633	 -1.911	 -1.320	 1.326	 1.243	 1.783	     3.58	 0.0513	   0.000	 3.20e-01
 8.5	iso	r	  3.334	0.014	  3.333	  2.683	3.632	 -1.958	 -1.356	 1.343	 1.252	 1.758	     3.48	 0.0506	   0.000	 3.20e-01
 8.5	iso	r	  3.334	0.014	  3.333	  2.683	3.632	 -1.957	 -1.357	 1.342	 1.251	 1.758	     3.48	 0.0506	   0.000	 3.21e-01
 8.5	iso	r	  3.334	0.014	  3.334	  2.666	3.634	 -1.916	 -1.326	 1.325	 1.242	 1.782	     3.58	 0.0513	   0.000	 3.21e-01
 8.5	iso	r	  3.335	0.014	  3.334	  2.648	3.635	 -1.871	 -1.288	 1.312	 1.236	 1.805	     3.69	 0.0521	   0.000	 3.21e-01
 8.5	iso	r	  3.336	0.014	  3.335	  2.630	3.636	 -1.826	 -1.251	 1.300	 1.230	 1.828	     3.79	 0.0529	   0.000	 3.21e-01
 8.5	iso	r	  3.338	0.014	  3.336	  2.605	3.638	 -1.762	 -1.198	 1.281	 1.220	 1.861	     3.95	 0.0541	   0.000	 3.21e-01
 8.5	iso	r	  3.340	0.014	  3.338	  2.591	3.639	 -1.728	 -1.172	 1.269	 1.215	 1.880	     4.04	 0.0548	   0.000	 3.21e-01
 8.5	iso	r	  3.342	0.014	  3.340	  2.578	3.640	 -1.694	 -1.146	 1.256	 1.208	 1.899	     4.14	 0.0555	   0.000	 3.21e-01
 8.5	iso	r	  3.344	0.014	  3.341	  2.564	3.642	 -1.659	 -1.120	 1.241	 1.201	 1.919	     4.25	 0.0563	   0.000	 3.21e-01
