#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-14T21:38:24 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-14T21:38:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/iso&-order=I&-out=logAge&logAge=9.5&-out=iso&iso=iso&-out=Rot&Rot=r&-out=Mini&-out=Zini&Zini=0.014&-out=Mass&-out=logL&-out=logTe&-out=Mbol&-out=Vmag&-out=U-B&-out=B-V&-out=logg&-out=Veq&-out=OOc&-out=logdM/dtm&-out=He4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Mbol	(F7.3)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-B	(F6.3)	U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	logg	(F6.3)	Polar effective surface gravity in log scale	[ucd=instr.scale]
#Column	Veq	(F9.2)	Equatorial velocity	[ucd=phys.veloc;pos.eq]
#Column	OOc	(F7.4)	Actual {Omega}_surf_/{Omega}_crit_	[ucd=stat.fit.param]
#Column	logdM/dtm	(F8.3)	Mechanical mass loss in log scale	[ucd=phys.mass.loss]
#Column	He4	(E9.2)	4He surface abundance (mass fraction)	[ucd=phys.abund]
logAge	iso	Rot	Mini	Zini	Mass	logL	logTe	Mbol	Vmag	U-B	B-V	logg	Veq	OOc	logdM/dtm	He4
 9.5	iso	r	  1.448	0.014	  1.448	  0.863	3.744	  2.593	  2.727	 0.270	 0.702	 3.667	     5.26	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.449	0.014	  1.449	  0.858	3.743	  2.606	  2.742	 0.281	 0.708	 3.666	     5.22	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.449	0.014	  1.449	  0.853	3.742	  2.618	  2.757	 0.292	 0.715	 3.666	     5.17	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.449	0.014	  1.449	  0.848	3.740	  2.631	  2.773	 0.304	 0.722	 3.665	     5.12	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.449	0.014	  1.449	  0.842	3.738	  2.645	  2.790	 0.317	 0.730	 3.664	     5.07	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.450	0.014	  1.450	  0.837	3.737	  2.658	  2.806	 0.331	 0.738	 3.663	     5.02	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.450	0.014	  1.450	  0.831	3.735	  2.673	  2.824	 0.345	 0.746	 3.662	     4.97	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.450	0.014	  1.450	  0.825	3.733	  2.688	  2.842	 0.359	 0.754	 3.661	     4.92	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.450	0.014	  1.450	  0.819	3.732	  2.703	  2.860	 0.373	 0.763	 3.660	     4.87	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.450	0.014	  1.450	  0.814	3.730	  2.716	  2.875	 0.386	 0.770	 3.659	     4.83	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.451	0.014	  1.451	  0.808	3.729	  2.730	  2.892	 0.399	 0.777	 3.659	     4.79	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.451	0.014	  1.451	  0.802	3.727	  2.744	  2.908	 0.412	 0.784	 3.658	     4.74	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.451	0.014	  1.451	  0.797	3.726	  2.758	  2.925	 0.425	 0.791	 3.658	     4.69	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.451	0.014	  1.451	  0.791	3.724	  2.773	  2.942	 0.441	 0.800	 3.657	     4.63	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.452	0.014	  1.452	  0.785	3.722	  2.787	  2.960	 0.458	 0.808	 3.655	     4.57	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.452	0.014	  1.452	  0.780	3.720	  2.801	  2.978	 0.475	 0.817	 3.653	     4.52	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.452	0.014	  1.452	  0.775	3.718	  2.813	  2.993	 0.492	 0.825	 3.651	     4.46	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.452	0.014	  1.452	  0.770	3.716	  2.825	  3.010	 0.508	 0.833	 3.649	     4.40	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.453	0.014	  1.453	  0.766	3.715	  2.835	  3.025	 0.520	 0.840	 3.647	     4.34	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.453	0.014	  1.453	  0.762	3.713	  2.844	  3.040	 0.533	 0.847	 3.644	     4.29	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.453	0.014	  1.453	  0.759	3.712	  2.852	  3.052	 0.543	 0.853	 3.642	     4.23	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.453	0.014	  1.453	  0.757	3.711	  2.858	  3.062	 0.553	 0.859	 3.639	     4.16	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.454	0.014	  1.454	  0.754	3.709	  2.864	  3.073	 0.563	 0.865	 3.637	     4.10	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.454	0.014	  1.454	  0.753	3.708	  2.868	  3.082	 0.575	 0.871	 3.633	     4.04	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.454	0.014	  1.454	  0.751	3.706	  2.873	  3.091	 0.586	 0.878	 3.628	     3.98	 0.0000	   0.000	 2.71e-01
 9.5	iso	r	  1.454	0.014	  1.454	  0.750	3.705	  2.874	  3.099	 0.598	 0.884	 3.624	     3.92	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.454	0.014	  1.454	  0.750	3.704	  2.876	  3.107	 0.609	 0.891	 3.619	     3.86	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.455	0.014	  1.455	  0.750	3.703	  2.874	  3.110	 0.619	 0.897	 3.614	     3.80	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.455	0.014	  1.455	  0.752	3.702	  2.870	  3.112	 0.628	 0.902	 3.608	     3.74	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.455	0.014	  1.455	  0.754	3.701	  2.866	  3.113	 0.637	 0.907	 3.603	     3.68	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.455	0.014	  1.455	  0.755	3.700	  2.862	  3.114	 0.646	 0.912	 3.597	     3.63	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.456	0.014	  1.456	  0.757	3.699	  2.858	  3.116	 0.655	 0.917	 3.592	     3.57	 0.0000	   0.000	 2.72e-01
 9.5	iso	r	  1.456	0.014	  1.456	  0.761	3.697	  2.847	  3.112	 0.674	 0.926	 3.580	     3.46	 0.0000	   0.000	 2.73e-01
 9.5	iso	r	  1.457	0.014	  1.457	  0.768	3.695	  2.830	  3.102	 0.690	 0.933	 3.568	     3.36	 0.0000	   0.000	 2.73e-01
 9.5	iso	r	  1.457	0.014	  1.457	  0.776	3.694	  2.811	  3.089	 0.705	 0.939	 3.556	     3.27	 0.0000	   0.000	 2.73e-01
 9.5	iso	r	  1.458	0.014	  1.458	  0.794	3.692	  2.765	  3.050	 0.724	 0.948	 3.531	     3.12	 0.0000	   0.000	 2.74e-01
 9.5	iso	r	  1.458	0.014	  1.458	  0.804	3.692	  2.741	  3.031	 0.736	 0.952	 3.517	     3.04	 0.0000	   0.000	 2.74e-01
 9.5	iso	r	  1.459	0.014	  1.459	  0.824	3.690	  2.690	  2.989	 0.759	 0.962	 3.489	     2.90	 0.0000	   0.000	 2.75e-01
 9.5	iso	r	  1.460	0.014	  1.460	  0.848	3.688	  2.631	  2.936	 0.776	 0.970	 3.460	     2.78	 0.0000	   0.000	 2.77e-01
 9.5	iso	r	  1.461	0.014	  1.461	  0.870	3.686	  2.575	  2.889	 0.797	 0.979	 3.431	     2.67	 0.0000	   0.000	 2.78e-01
 9.5	iso	r	  1.463	0.014	  1.463	  0.920	3.684	  2.450	  2.773	 0.820	 0.988	 3.373	     2.48	 0.0000	   0.000	 2.81e-01
 9.5	iso	r	  1.464	0.014	  1.464	  0.946	3.683	  2.385	  2.712	 0.832	 0.994	 3.343	     2.39	 0.0000	   0.000	 2.83e-01
 9.5	iso	r	  1.466	0.014	  1.466	  1.001	3.681	  2.247	  2.583	 0.853	 1.003	 3.281	     2.22	 0.0000	   0.000	 2.86e-01
 9.5	iso	r	  1.467	0.014	  1.466	  1.030	3.680	  2.174	  2.514	 0.864	 1.007	 3.249	     2.14	 0.0000	   0.000	 2.87e-01
 9.5	iso	r	  1.468	0.014	  1.467	  1.060	3.679	  2.100	  2.446	 0.877	 1.013	 3.215	     2.05	 0.0000	   0.000	 2.88e-01
 9.5	iso	r	  1.469	0.014	  1.468	  1.091	3.678	  2.022	  2.374	 0.893	 1.020	 3.179	     1.96	 0.0000	   0.000	 2.90e-01
 9.5	iso	r	  1.470	0.014	  1.469	  1.123	3.677	  1.942	  2.299	 0.906	 1.026	 3.142	     1.89	 0.0000	   0.000	 2.91e-01
 9.5	iso	r	  1.470	0.014	  1.470	  1.162	3.676	  1.845	  2.207	 0.921	 1.032	 3.099	     1.80	 0.0000	   0.000	 2.93e-01
 9.5	iso	r	  1.471	0.014	  1.471	  1.202	3.674	  1.746	  2.116	 0.940	 1.040	 3.053	     1.71	 0.0000	   0.000	 2.94e-01
 9.5	iso	r	  1.472	0.014	  1.471	  1.217	3.673	  1.707	  2.082	 0.949	 1.045	 3.033	     1.67	 0.0000	   0.000	 2.94e-01
 9.5	iso	r	  1.472	0.014	  1.472	  1.241	3.672	  1.647	  2.028	 0.960	 1.051	 3.005	     1.62	 0.0000	   0.000	 2.95e-01
 9.5	iso	r	  1.473	0.014	  1.472	  1.292	3.670	  1.519	  1.910	 0.978	 1.061	 2.946	     1.52	 0.0000	   0.000	 2.96e-01
 9.5	iso	r	  1.475	0.014	  1.474	  1.336	3.669	  1.410	  1.808	 0.990	 1.067	 2.898	     1.44	 0.0000	   0.000	 2.98e-01

