#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-14T21:13:34 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-14T21:13:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/iso&-order=I&-out=logAge&logAge=7&-out=iso&iso=iso&-out=Rot&Rot=r&-out=Mini&-out=Zini&Zini=0.014&-out=Mass&-out=logL&-out=logTe&-out=Mbol&-out=Vmag&-out=U-B&-out=B-V&-out=logg&-out=Veq&-out=OOc&-out=logdM/dtm&-out=He4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Mbol	(F7.3)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-B	(F6.3)	U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	logg	(F6.3)	Polar effective surface gravity in log scale	[ucd=instr.scale]
#Column	Veq	(F9.2)	Equatorial velocity	[ucd=phys.veloc;pos.eq]
#Column	OOc	(F7.4)	Actual {Omega}_surf_/{Omega}_crit_	[ucd=stat.fit.param]
#Column	logdM/dtm	(F8.3)	Mechanical mass loss in log scale	[ucd=phys.mass.loss]
#Column	He4	(E9.2)	4He surface abundance (mass fraction)	[ucd=phys.abund]
logAge	iso	Rot	Mini	Zini	Mass	logL	logTe	Mbol	Vmag	U-B	B-V	logg	Veq	OOc	logdM/dtm	He4
 7.1	iso	r	 16.273	0.014	 15.414	  4.927	3.639	 -7.568	 -7.139	 1.196	 1.261	 0.206	     0.82	 0.0219	   0.000	 3.09e-01
 7.1	iso	r	 16.274	0.014	 15.413	  4.927	3.638	 -7.568	 -7.134	 1.204	 1.266	 0.203	     0.80	 0.0215	   0.000	 3.09e-01
 7.1	iso	r	 16.274	0.014	 15.412	  4.927	3.637	 -7.567	 -7.129	 1.211	 1.271	 0.200	     0.78	 0.0211	   0.000	 3.09e-01
 7.1	iso	r	 16.274	0.014	 15.410	  4.926	3.636	 -7.566	 -7.124	 1.218	 1.277	 0.196	     0.76	 0.0208	   0.000	 3.09e-01
 7.1	iso	r	 16.274	0.014	 15.409	  4.926	3.635	 -7.566	 -7.120	 1.226	 1.282	 0.193	     0.75	 0.0204	   0.000	 3.09e-01
 7.1	iso	r	 16.275	0.014	 15.407	  4.926	3.634	 -7.565	 -7.114	 1.233	 1.288	 0.189	     0.74	 0.0203	   0.000	 3.09e-01
 7.1	iso	r	 16.275	0.014	 15.406	  4.926	3.633	 -7.564	 -7.110	 1.240	 1.293	 0.186	     0.74	 0.0203	   0.000	 3.09e-01
 7.1	iso	r	 16.275	0.014	 15.404	  4.925	3.632	 -7.563	 -7.105	 1.248	 1.298	 0.183	     0.74	 0.0204	   0.000	 3.09e-01
 7.1	iso	r	 16.275	0.014	 15.402	  4.925	3.631	 -7.562	 -7.098	 1.257	 1.303	 0.179	     0.74	 0.0204	   0.000	 3.09e-01
 7.1	iso	r	 16.276	0.014	 15.400	  4.925	3.630	 -7.562	 -7.090	 1.268	 1.308	 0.176	     0.74	 0.0204	   0.000	 3.09e-01
 7.1	iso	r	 16.276	0.014	 15.398	  4.924	3.630	 -7.561	 -7.082	 1.279	 1.313	 0.172	     0.74	 0.0205	   0.000	 3.09e-01
 7.1	iso	r	 16.276	0.014	 15.396	  4.924	3.629	 -7.560	 -7.074	 1.290	 1.318	 0.169	     0.74	 0.0205	   0.000	 3.09e-01
 7.1	iso	r	 16.276	0.014	 15.394	  4.924	3.628	 -7.559	 -7.066	 1.301	 1.324	 0.166	     0.74	 0.0205	   0.000	 3.09e-01
 7.1	iso	r	 16.276	0.014	 15.392	  4.923	3.627	 -7.558	 -7.058	 1.311	 1.329	 0.162	     0.74	 0.0206	   0.000	 3.10e-01
 7.1	iso	r	 16.277	0.014	 15.390	  4.923	3.626	 -7.558	 -7.050	 1.322	 1.334	 0.159	     0.74	 0.0206	   0.000	 3.10e-01
 7.1	iso	r	 16.277	0.014	 15.388	  4.923	3.625	 -7.557	 -7.042	 1.333	 1.339	 0.155	     0.74	 0.0206	   0.000	 3.10e-01
 7.1	iso	r	 16.277	0.014	 15.387	  4.922	3.624	 -7.556	 -7.035	 1.344	 1.344	 0.152	     0.74	 0.0207	   0.000	 3.10e-01
 7.1	iso	r	 16.277	0.014	 15.385	  4.922	3.623	 -7.555	 -7.027	 1.355	 1.349	 0.149	     0.74	 0.0207	   0.000	 3.10e-01
 7.1	iso	r	 16.278	0.014	 15.383	  4.922	3.622	 -7.554	 -7.019	 1.366	 1.354	 0.145	     0.74	 0.0207	   0.000	 3.10e-01
 7.1	iso	r	 16.278	0.014	 15.381	  4.921	3.621	 -7.554	 -7.011	 1.377	 1.359	 0.142	     0.74	 0.0208	   0.000	 3.10e-01
 7.1	iso	r	 16.278	0.014	 15.379	  4.921	3.620	 -7.553	 -7.003	 1.388	 1.364	 0.139	     0.74	 0.0208	   0.000	 3.10e-01
 7.1	iso	r	 16.278	0.014	 15.377	  4.921	3.620	 -7.552	 -6.995	 1.398	 1.369	 0.135	     0.74	 0.0209	   0.000	 3.10e-01
 7.1	iso	r	 16.279	0.014	 15.375	  4.920	3.619	 -7.551	 -6.987	 1.409	 1.374	 0.132	     0.74	 0.0209	   0.000	 3.10e-01
 7.1	iso	r	 16.279	0.014	 15.373	  4.920	3.618	 -7.550	 -6.979	 1.420	 1.379	 0.128	     0.74	 0.0209	   0.000	 3.10e-01
 7.1	iso	r	 16.279	0.014	 15.371	  4.920	3.617	 -7.550	 -6.971	 1.431	 1.384	 0.125	     0.74	 0.0210	   0.000	 3.10e-01
 7.1	iso	r	 16.279	0.014	 15.369	  4.920	3.616	 -7.549	 -6.964	 1.442	 1.389	 0.122	     0.74	 0.0210	   0.000	 3.10e-01
 7.1	iso	r	 16.279	0.014	 15.367	  4.919	3.615	 -7.548	 -6.956	 1.453	 1.394	 0.118	     0.74	 0.0210	   0.000	 3.10e-01
 7.1	iso	r	 16.280	0.014	 15.366	  4.919	3.614	 -7.547	 -6.948	 1.464	 1.400	 0.115	     0.75	 0.0211	   0.000	 3.11e-01
 7.1	iso	r	 16.280	0.014	 15.364	  4.918	3.613	 -7.546	 -6.940	 1.475	 1.405	 0.112	     0.75	 0.0211	   0.000	 3.11e-01
 7.1	iso	r	 16.280	0.014	 15.362	  4.918	3.612	 -7.546	 -6.932	 1.486	 1.410	 0.108	     0.75	 0.0211	   0.000	 3.11e-01
 7.1	iso	r	 16.280	0.014	 15.360	  4.918	3.611	 -7.545	 -6.924	 1.496	 1.415	 0.105	     0.75	 0.0212	   0.000	 3.11e-01
 7.1	iso	r	 16.281	0.014	 15.358	  4.918	3.610	 -7.544	 -6.916	 1.507	 1.420	 0.101	     0.75	 0.0212	   0.000	 3.11e-01
 7.1	iso	r	 16.281	0.014	 15.356	  4.917	3.610	 -7.543	 -6.908	 1.518	 1.425	 0.098	     0.75	 0.0212	   0.000	 3.11e-01
 7.1	iso	r	 16.281	0.014	 15.354	  4.917	3.609	 -7.542	 -6.900	 1.529	 1.430	 0.095	     0.75	 0.0213	   0.000	 3.11e-01
 7.1	iso	r	 16.281	0.014	 15.352	  4.917	3.608	 -7.542	 -6.892	 1.540	 1.435	 0.091	     0.75	 0.0213	   0.000	 3.11e-01
 7.1	iso	r	 16.282	0.014	 15.350	  4.916	3.607	 -7.541	 -6.884	 1.551	 1.440	 0.088	     0.75	 0.0213	   0.000	 3.11e-01
 7.1	iso	r	 16.282	0.014	 15.348	  4.916	3.606	 -7.540	 -6.877	 1.562	 1.445	 0.084	     0.75	 0.0214	   0.000	 3.11e-01
 7.1	iso	r	 16.282	0.014	 15.345	  4.915	3.604	 -7.538	 -6.859	 1.580	 1.455	 0.078	     0.75	 0.0215	   0.000	 3.11e-01
 7.1	iso	r	 16.283	0.014	 15.341	  4.915	3.602	 -7.537	 -6.839	 1.595	 1.465	 0.071	     0.75	 0.0215	   0.000	 3.11e-01
 7.1	iso	r	 16.283	0.014	 15.337	  4.914	3.600	 -7.535	 -6.819	 1.610	 1.474	 0.064	     0.75	 0.0216	   0.000	 3.12e-01
 7.1	iso	r	 16.284	0.014	 15.333	  4.913	3.598	 -7.534	 -6.799	 1.624	 1.484	 0.057	     0.75	 0.0217	   0.000	 3.12e-01
 7.1	iso	r	 16.284	0.014	 15.329	  4.913	3.597	 -7.532	 -6.779	 1.639	 1.494	 0.050	     0.75	 0.0217	   0.000	 3.12e-01
 7.1	iso	r	 16.285	0.014	 15.325	  4.912	3.595	 -7.530	 -6.759	 1.654	 1.504	 0.044	     0.75	 0.0218	   0.000	 3.12e-01
 7.1	iso	r	 16.285	0.014	 15.322	  4.912	3.593	 -7.529	 -6.739	 1.669	 1.513	 0.037	     0.75	 0.0219	   0.000	 3.12e-01
 7.1	iso	r	 16.286	0.014	 15.318	  4.911	3.591	 -7.527	 -6.719	 1.684	 1.523	 0.030	     0.75	 0.0220	   0.000	 3.12e-01
 7.1	iso	r	 16.286	0.014	 15.314	  4.910	3.589	 -7.526	 -6.699	 1.699	 1.533	 0.023	     0.75	 0.0220	   0.000	 3.12e-01
 7.1	iso	r	 16.286	0.014	 15.310	  4.910	3.588	 -7.524	 -6.679	 1.713	 1.542	 0.016	     0.75	 0.0221	   0.000	 3.13e-01
 7.1	iso	r	 16.287	0.014	 15.306	  4.909	3.586	 -7.522	 -6.656	 1.726	 1.551	 0.010	     0.75	 0.0222	   0.000	 3.13e-01
 7.1	iso	r	 16.287	0.014	 15.302	  4.908	3.584	 -7.521	 -6.634	 1.739	 1.561	 0.003	     0.75	 0.0222	   0.000	 3.13e-01
 7.1	iso	r	 16.288	0.014	 15.298	  4.908	3.583	 -7.521	 -6.629	 1.743	 1.563	 0.001	     0.75	 0.0222	   0.000	 3.13e-01
 7.1	iso	r	 16.290	0.014	 15.289	  4.909	3.583	 -7.522	 -6.625	 1.746	 1.565	-0.002	     0.75	 0.0222	   0.000	 3.14e-01
 7.1	iso	r	 16.294	0.014	 15.271	  4.910	3.582	 -7.525	 -6.616	 1.753	 1.570	-0.007	     0.74	 0.0220	   0.000	 3.15e-01
 7.1	iso	r	 16.301	0.014	 15.236	  4.912	3.580	 -7.530	 -6.599	 1.767	 1.580	-0.018	     0.72	 0.0218	   0.000	 3.16e-01
 7.1	iso	r	 16.309	0.014	 15.200	  4.914	3.578	 -7.536	 -6.582	 1.781	 1.590	-0.029	     0.71	 0.0215	   0.000	 3.18e-01
 7.1	iso	r	 16.316	0.014	 15.163	  4.916	3.576	 -7.541	 -6.565	 1.795	 1.599	-0.040	     0.69	 0.0212	   0.000	 3.20e-01
 7.1	iso	r	 16.331	0.014	 15.082	  4.919	3.574	 -7.547	 -6.553	 1.806	 1.607	-0.051	     0.64	 0.0200	   0.000	 3.22e-01
 7.1	iso	r	 16.361	0.014	 14.904	  4.923	3.573	 -7.557	 -6.548	 1.812	 1.612	-0.065	     0.55	 0.0177	   0.000	 3.24e-01
 7.1	iso	r	 16.421	0.014	 14.517	  4.931	3.573	 -7.577	 -6.558	 1.815	 1.614	-0.088	     0.45	 0.0148	   0.000	 3.27e-01
 7.1	iso	r	 16.540	0.014	 13.648	  4.945	3.573	 -7.613	 -6.594	 1.815	 1.614	-0.128	     0.32	 0.0120	   0.000	 3.58e-01
 7.1	iso	r	 16.659	0.014	 12.620	  4.959	3.574	 -7.648	 -6.646	 1.810	 1.610	-0.172	     0.18	 0.0083	   0.000	 3.83e-01
 7.1	iso	r	 16.719	0.014	 12.055	  4.966	3.576	 -7.664	 -6.682	 1.799	 1.602	-0.191	     0.13	 0.0067	   0.000	 3.97e-01
 7.1	iso	r	 16.733	0.014	 11.900	  4.967	3.577	 -7.667	 -6.697	 1.791	 1.597	-0.194	     0.12	 0.0063	   0.000	 4.01e-01
 7.1	iso	r	 16.748	0.014	 11.746	  4.968	3.578	 -7.670	 -6.714	 1.782	 1.590	-0.196	     0.11	 0.0060	   0.000	 4.05e-01
 7.1	iso	r	 16.752	0.014	 11.708	  4.968	3.580	 -7.671	 -6.737	 1.769	 1.581	-0.190	     0.11	 0.0056	   0.000	 4.06e-01
 7.1	iso	r	 16.756	0.014	 11.674	  4.969	3.581	 -7.672	 -6.756	 1.758	 1.573	-0.185	     0.11	 0.0056	   0.000	 4.07e-01
 7.1	iso	r	 16.760	0.014	 11.639	  4.969	3.583	 -7.673	 -6.778	 1.744	 1.564	-0.179	     0.10	 0.0055	   0.000	 4.08e-01
 7.1	iso	r	 16.761	0.014	 11.621	  4.969	3.584	 -7.674	 -6.793	 1.735	 1.558	-0.175	     0.10	 0.0054	   0.000	 4.08e-01
 7.1	iso	r	 16.763	0.014	 11.601	  4.969	3.586	 -7.674	 -6.810	 1.725	 1.550	-0.170	     0.10	 0.0053	   0.000	 4.08e-01
 7.1	iso	r	 16.765	0.014	 11.582	  4.970	3.587	 -7.674	 -6.826	 1.714	 1.543	-0.165	     0.10	 0.0054	   0.000	 4.09e-01
 7.1	iso	r	 16.767	0.014	 11.562	  4.970	3.589	 -7.674	 -6.843	 1.703	 1.535	-0.160	     0.10	 0.0055	   0.000	 4.09e-01
 7.1	iso	r	 16.769	0.014	 11.543	  4.970	3.590	 -7.674	 -6.855	 1.694	 1.529	-0.157	     0.10	 0.0055	   0.000	 4.10e-01
 7.1	iso	r	 16.771	0.014	 11.524	  4.970	3.591	 -7.675	 -6.868	 1.683	 1.522	-0.152	     0.10	 0.0054	   0.000	 4.11e-01
 7.1	iso	r	 16.773	0.014	 11.504	  4.970	3.593	 -7.675	 -6.884	 1.671	 1.514	-0.147	     0.09	 0.0053	   0.000	 4.11e-01
 7.1	iso	r	 16.774	0.014	 11.485	  4.970	3.595	 -7.675	 -6.902	 1.656	 1.505	-0.140	     0.09	 0.0053	   0.000	 4.12e-01
 7.1	iso	r	 16.775	0.014	 11.475	  4.970	3.596	 -7.676	 -6.912	 1.648	 1.500	-0.137	     0.09	 0.0053	   0.000	 4.12e-01
 7.1	iso	r	 16.776	0.014	 11.466	  4.970	3.597	 -7.676	 -6.924	 1.638	 1.493	-0.133	     0.09	 0.0053	   0.000	 4.12e-01
 7.1	iso	r	 16.777	0.014	 11.456	  4.970	3.598	 -7.676	 -6.937	 1.628	 1.487	-0.128	     0.09	 0.0052	   0.000	 4.13e-01
 7.1	iso	r	 16.778	0.014	 11.446	  4.970	3.599	 -7.676	 -6.948	 1.619	 1.481	-0.124	     0.09	 0.0052	   0.000	 4.13e-01
 7.1	iso	r	 16.779	0.014	 11.435	  4.970	3.600	 -7.676	 -6.958	 1.611	 1.476	-0.121	     0.09	 0.0052	   0.000	 4.13e-01
 7.1	iso	r	 16.780	0.014	 11.425	  4.970	3.601	 -7.676	 -6.968	 1.603	 1.470	-0.117	     0.09	 0.0052	   0.000	 4.14e-01
 7.1	iso	r	 16.781	0.014	 11.414	  4.971	3.602	 -7.676	 -6.982	 1.592	 1.463	-0.112	     0.09	 0.0052	   0.000	 4.14e-01
 7.1	iso	r	 16.782	0.014	 11.404	  4.971	3.604	 -7.677	 -6.997	 1.580	 1.455	-0.107	     0.09	 0.0052	   0.000	 4.14e-01
 7.1	iso	r	 16.783	0.014	 11.394	  4.971	3.606	 -7.677	 -7.011	 1.566	 1.447	-0.101	     0.09	 0.0052	   0.000	 4.15e-01
 7.1	iso	r	 16.783	0.014	 11.388	  4.971	3.607	 -7.677	 -7.019	 1.553	 1.441	-0.097	     0.09	 0.0052	   0.000	 4.15e-01
 7.1	iso	r	 16.784	0.014	 11.382	  4.971	3.608	 -7.677	 -7.028	 1.540	 1.435	-0.093	     0.09	 0.0052	   0.000	 4.15e-01
 7.1	iso	r	 16.784	0.014	 11.377	  4.971	3.609	 -7.677	 -7.036	 1.527	 1.429	-0.089	     0.09	 0.0051	   0.000	 4.15e-01
 7.1	iso	r	 16.785	0.014	 11.371	  4.971	3.610	 -7.677	 -7.044	 1.514	 1.423	-0.085	     0.09	 0.0051	   0.000	 4.16e-01
 7.1	iso	r	 16.785	0.014	 11.366	  4.971	3.611	 -7.677	 -7.053	 1.502	 1.417	-0.081	     0.09	 0.0051	   0.000	 4.16e-01
 7.1	iso	r	 16.786	0.014	 11.360	  4.971	3.612	 -7.677	 -7.062	 1.487	 1.410	-0.076	     0.09	 0.0051	   0.000	 4.16e-01
 7.1	iso	r	 16.786	0.014	 11.355	  4.971	3.614	 -7.677	 -7.074	 1.470	 1.402	-0.071	     0.09	 0.0051	   0.000	 4.16e-01
 7.1	iso	r	 16.787	0.014	 11.350	  4.971	3.615	 -7.677	 -7.085	 1.452	 1.394	-0.065	     0.09	 0.0050	   0.000	 4.16e-01
 7.1	iso	r	 16.787	0.014	 11.344	  4.971	3.616	 -7.677	 -7.097	 1.435	 1.386	-0.059	     0.09	 0.0050	   0.000	 4.16e-01
 7.1	iso	r	 16.787	0.014	 11.339	  4.971	3.618	 -7.678	 -7.108	 1.418	 1.378	-0.054	     0.09	 0.0049	   0.000	 4.17e-01
 7.1	iso	r	 16.788	0.014	 11.334	  4.971	3.619	 -7.678	 -7.120	 1.400	 1.370	-0.048	     0.09	 0.0049	   0.000	 4.17e-01
 7.1	iso	r	 16.788	0.014	 11.330	  4.971	3.621	 -7.678	 -7.133	 1.380	 1.361	-0.042	     0.09	 0.0049	   0.000	 4.17e-01
 7.1	iso	r	 16.789	0.014	 11.326	  4.971	3.623	 -7.678	 -7.147	 1.360	 1.351	-0.035	     0.09	 0.0050	   0.000	 4.17e-01
 7.1	iso	r	 16.789	0.014	 11.323	  4.971	3.625	 -7.678	 -7.160	 1.339	 1.341	-0.028	     0.09	 0.0050	   0.000	 4.17e-01
 7.1	iso	r	 16.790	0.014	 11.319	  4.971	3.626	 -7.678	 -7.174	 1.318	 1.332	-0.022	     0.09	 0.0050	   0.000	 4.17e-01
 7.1	iso	r	 16.790	0.014	 11.315	  4.972	3.628	 -7.679	 -7.188	 1.297	 1.322	-0.015	     0.09	 0.0051	   0.000	 4.17e-01
 7.1	iso	r	 16.791	0.014	 11.308	  4.971	3.627	 -7.679	 -7.177	 1.313	 1.330	-0.020	     0.09	 0.0051	   0.000	 4.17e-01
 7.1	iso	r	 16.791	0.014	 11.306	  4.971	3.626	 -7.678	 -7.170	 1.324	 1.334	-0.024	     0.09	 0.0051	   0.000	 4.18e-01
 7.1	iso	r	 16.792	0.014	 11.304	  4.971	3.625	 -7.678	 -7.163	 1.335	 1.340	-0.028	     0.09	 0.0051	   0.000	 4.18e-01
 7.1	iso	r	 16.792	0.014	 11.302	  4.971	3.624	 -7.678	 -7.156	 1.346	 1.344	-0.031	     0.09	 0.0052	   0.000	 4.18e-01
 7.1	iso	r	 16.792	0.014	 11.300	  4.971	3.623	 -7.678	 -7.149	 1.356	 1.350	-0.035	     0.09	 0.0052	   0.000	 4.18e-01
 7.1	iso	r	 16.792	0.014	 11.298	  4.971	3.622	 -7.678	 -7.142	 1.367	 1.355	-0.039	     0.09	 0.0052	   0.000	 4.18e-01
 7.1	iso	r	 16.793	0.014	 11.296	  4.971	3.621	 -7.678	 -7.135	 1.378	 1.360	-0.042	     0.09	 0.0052	   0.000	 4.18e-01
 7.1	iso	r	 16.793	0.014	 11.292	  4.971	3.620	 -7.678	 -7.122	 1.397	 1.369	-0.049	     0.09	 0.0052	   0.000	 4.18e-01
 7.1	iso	r	 16.794	0.014	 11.288	  4.971	3.621	 -7.678	 -7.133	 1.380	 1.361	-0.044	     0.09	 0.0052	   0.000	 4.18e-01
 7.1	iso	r	 16.794	0.014	 11.285	  4.971	3.622	 -7.678	 -7.144	 1.363	 1.353	-0.038	     0.09	 0.0051	   0.000	 4.18e-01
 7.1	iso	r	 16.794	0.014	 11.281	  4.972	3.624	 -7.679	 -7.156	 1.346	 1.345	-0.033	     0.09	 0.0050	   0.000	 4.18e-01
 7.1	iso	r	 16.795	0.014	 11.278	  4.972	3.625	 -7.679	 -7.167	 1.329	 1.337	-0.027	     0.08	 0.0049	   0.000	 4.18e-01
 7.1	iso	r	 16.795	0.014	 11.275	  4.972	3.627	 -7.679	 -7.178	 1.312	 1.329	-0.022	     0.08	 0.0049	   0.000	 4.19e-01
 7.1	iso	r	 16.796	0.014	 11.273	  4.972	3.628	 -7.679	 -7.184	 1.304	 1.325	-0.019	     0.08	 0.0048	   0.000	 4.19e-01
 7.1	iso	r	 16.796	0.014	 11.271	  4.972	3.629	 -7.679	 -7.193	 1.290	 1.319	-0.014	     0.08	 0.0048	   0.000	 4.19e-01
 7.1	iso	r	 16.796	0.014	 11.269	  4.972	3.630	 -7.679	 -7.204	 1.274	 1.311	-0.009	     0.08	 0.0049	   0.000	 4.19e-01
 7.1	iso	r	 16.796	0.014	 11.268	  4.972	3.631	 -7.680	 -7.215	 1.257	 1.303	-0.004	     0.08	 0.0049	   0.000	 4.19e-01
 7.1	iso	r	 16.797	0.014	 11.266	  4.972	3.633	 -7.680	 -7.223	 1.244	 1.295	 0.002	     0.08	 0.0049	   0.000	 4.19e-01
 7.1	iso	r	 16.797	0.014	 11.264	  4.972	3.634	 -7.680	 -7.230	 1.233	 1.287	 0.007	     0.08	 0.0049	   0.000	 4.19e-01
 7.1	iso	r	 16.797	0.014	 11.263	  4.972	3.636	 -7.680	 -7.236	 1.222	 1.279	 0.013	     0.08	 0.0050	   0.000	 4.19e-01
 7.1	iso	r	 16.797	0.014	 11.261	  4.972	3.637	 -7.680	 -7.243	 1.210	 1.271	 0.018	     0.08	 0.0050	   0.000	 4.19e-01
 7.1	iso	r	 16.797	0.014	 11.259	  4.972	3.638	 -7.680	 -7.249	 1.200	 1.263	 0.024	     0.08	 0.0050	   0.000	 4.19e-01
 7.1	iso	r	 16.798	0.014	 11.258	  4.972	3.640	 -7.680	 -7.256	 1.188	 1.255	 0.029	     0.08	 0.0050	   0.000	 4.19e-01
 7.1	iso	r	 16.798	0.014	 11.256	  4.972	3.641	 -7.680	 -7.262	 1.177	 1.246	 0.035	     0.08	 0.0050	   0.000	 4.19e-01
 7.1	iso	r	 16.798	0.014	 11.254	  4.972	3.643	 -7.680	 -7.268	 1.166	 1.238	 0.040	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.798	0.014	 11.253	  4.972	3.644	 -7.680	 -7.276	 1.154	 1.229	 0.047	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.252	  4.972	3.645	 -7.680	 -7.280	 1.146	 1.224	 0.050	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.251	  4.972	3.646	 -7.680	 -7.284	 1.139	 1.218	 0.054	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.250	  4.972	3.647	 -7.680	 -7.288	 1.132	 1.213	 0.058	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.249	  4.972	3.648	 -7.680	 -7.293	 1.125	 1.208	 0.061	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.249	  4.972	3.649	 -7.680	 -7.297	 1.117	 1.202	 0.065	     0.08	 0.0051	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.248	  4.972	3.650	 -7.680	 -7.301	 1.110	 1.197	 0.069	     0.08	 0.0050	   0.000	 4.19e-01
 7.1	iso	r	 16.799	0.014	 11.247	  4.972	3.651	 -7.680	 -7.305	 1.103	 1.192	 0.072	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.799	0.014	 11.246	  4.972	3.652	 -7.680	 -7.310	 1.096	 1.186	 0.076	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.799	0.014	 11.245	  4.972	3.652	 -7.680	 -7.314	 1.088	 1.181	 0.079	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.244	  4.972	3.653	 -7.680	 -7.318	 1.081	 1.176	 0.083	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.244	  4.972	3.654	 -7.680	 -7.322	 1.074	 1.170	 0.087	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.243	  4.972	3.655	 -7.680	 -7.326	 1.067	 1.165	 0.090	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.242	  4.972	3.656	 -7.680	 -7.331	 1.059	 1.160	 0.094	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.241	  4.972	3.657	 -7.680	 -7.336	 1.050	 1.154	 0.097	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.240	  4.972	3.658	 -7.680	 -7.342	 1.040	 1.149	 0.101	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.239	  4.972	3.659	 -7.680	 -7.348	 1.031	 1.144	 0.105	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.800	0.014	 11.239	  4.972	3.660	 -7.680	 -7.353	 1.021	 1.139	 0.108	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.801	0.014	 11.238	  4.972	3.661	 -7.680	 -7.359	 1.012	 1.134	 0.112	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.801	0.014	 11.237	  4.972	3.662	 -7.680	 -7.365	 1.002	 1.128	 0.116	     0.08	 0.0050	   0.000	 4.20e-01
 7.1	iso	r	 16.801	0.014	 11.236	  4.972	3.662	 -7.680	 -7.370	 0.992	 1.123	 0.119	     0.08	 0.0050	   0.000	 4.20e-01
